origen,destino,distancia_km,tipo_transporte,dia_semana,hora,es_hora_pico,es_finde_semana,tiempo_viaje_min,costo,transferencias,clima,ocupacion_estimada
Cisneros,Santa Lucia,10.9,Metro,Domingo,18,1,1,5.1,12372,1,Nublado,53
Poblado,Itagui,2.3,Cable,Domingo,4,0,1,0.5,2682,0,Soleado,58
Prado,Parque Berrio,8.4,Caminando,Domingo,10,0,1,18.7,7174,0,Soleado,42
Caribe,Exposiciones,5.5,Taxi,Lunes,4,0,0,1.4,5247,1,Lluvia,52
Suramericana,Niquia,8.6,Cable,Lunes,13,1,0,2.2,9477,1,Nublado,25
Hospital,Madera,8.8,Cable,Sabado,2,0,1,1.9,9706,1,Tormenta,82
Ayura,Suramericana,3.8,Cable,Domingo,16,0,1,0.8,3344,2,Lluvia,62
Caribe,Sabaneta,5.3,Metro,Domingo,21,0,1,3.4,4733,0,Tormenta,10
Niquia,Alpujarra,8.4,Metro,Viernes,1,0,0,2.6,7358,0,Nublado,97
Caribe,Estadio,6.1,Metro,Miercoles,23,0,0,1.9,6118,2,Tormenta,89
Tricentenario,Santa Lucia,6.8,Metro,Miercoles,8,1,0,3.8,8153,0,Lluvia,31
Exposiciones,Santa Lucia,3.4,Caminando,Lunes,8,1,0,9.7,3556,2,Lluvia,79
Suramericana,Universidad,8.1,Bus,Martes,18,1,0,5.7,7371,3,Soleado,64
Bello,Cisneros,14.7,Metro,Martes,10,0,0,4.2,15406,0,Lluvia,94
Envigado,San Antonio,1.1,Caminando,Sabado,3,0,1,2.1,1198,3,Tormenta,87
Aguacatala,Santa Lucia,5.9,Bus,Miercoles,19,1,0,3.3,5186,2,Nublado,40
Hospital,Floresta,12.6,Bus,Viernes,14,1,0,9.1,13847,2,Nublado,85
Acevedo,Alpujarra,12.3,Caminando,Jueves,11,1,0,35.2,13899,3,Soleado,46
Sabaneta,Caribe,5.2,Metro,Miercoles,10,0,0,2.0,4982,1,Lluvia,81
Suramericana,Poblado,6.4,Bus,Domingo,13,1,1,3.1,5894,0,Nublado,48
La Estrella,Itagui,10.9,Cable,Martes,7,1,0,3.0,10377,1,Lluvia,35
La Estrella,San Antonio,3.3,Taxi,Sabado,14,1,1,1.2,3208,3,Lluvia,38
Ayura,Santa Lucia,11.7,Metro,Sabado,19,1,1,6.1,13198,2,Nublado,47
Aguacatala,Sabaneta,11.1,Cable,Domingo,20,0,1,4.7,12843,2,Tormenta,39
Aguacatala,Industriales,6.3,Bus,Miercoles,5,0,0,2.9,5481,1,Lluvia,43
Sabaneta,Tricentenario,1.7,Metro,Jueves,13,1,0,1.0,1907,0,Soleado,96
San Antonio,Tricentenario,11.5,Cable,Domingo,3,0,1,2.2,11028,0,Lluvia,72
San Antonio,Poblado,8.3,Caminando,Martes,0,0,0,14.1,7586,1,Lluvia,88
Ayura,Estadio,3.2,Taxi,Lunes,9,0,0,0.7,3805,2,Tormenta,97
Industriales,Floresta,4.5,Cable,Martes,2,0,0,0.9,3982,3,Nublado,48
Poblado,Estadio,1.6,Bus,Sabado,10,0,1,0.5,1293,0,Soleado,65
Parque Berrio,Aguacatala,5.2,Cable,Martes,20,0,0,1.0,6120,2,Lluvia,43
San Javier,Bello,2.7,Taxi,Martes,20,0,0,0.6,3159,0,Tormenta,66
Alpujarra,Cisneros,5.3,Taxi,Lunes,7,1,0,1.5,4987,2,Nublado,95
Itagui,Caribe,8.8,Taxi,Lunes,16,0,0,1.5,8158,0,Nublado,41
Niquia,Ayura,9.8,Bus,Jueves,10,0,0,4.7,8742,1,Tormenta,49
Acevedo,Universidad,1.3,Bus,Sabado,15,0,1,0.5,1514,3,Nublado,17
Hospital,Prado,6.6,Taxi,Jueves,10,0,0,1.1,6382,0,Soleado,72
Santa Lucia,Madera,1.8,Taxi,Miercoles,10,0,0,0.4,2023,0,Lluvia,29
Tricentenario,San Javier,2.0,Taxi,Martes,12,1,0,0.6,1688,1,Lluvia,39
Ayura,Cisneros,9.2,Metro,Sabado,16,0,1,3.5,10810,2,Soleado,54
Santa Lucia,Estadio,14.0,Bus,Viernes,9,0,0,7.2,14560,0,Lluvia,98
Aguacatala,Suramericana,13.5,Taxi,Jueves,15,0,0,2.6,11988,1,Lluvia,62
Hospital,Niquia,2.9,Cable,Lunes,23,0,0,0.6,3115,2,Tormenta,40
San Antonio,Tricentenario,14.2,Metro,Miercoles,14,1,0,6.3,15762,3,Lluvia,95
La Estrella,Industriales,5.3,Caminando,Domingo,14,1,1,18.7,5607,0,Soleado,23
Bello,Acevedo,12.9,Taxi,Sabado,23,0,1,2.9,13519,0,Nublado,14
Prado,Cisneros,14.1,Cable,Miercoles,3,0,0,2.9,14946,3,Lluvia,21
Ayura,Santa Lucia,14.9,Taxi,Lunes,19,1,0,5.2,14960,1,Tormenta,71
Caribe,Envigado,11.0,Metro,Martes,15,0,0,9.4,11913,0,Lluvia,67
Tricentenario,San Javier,6.9,Bus,Sabado,6,1,1,3.1,8032,0,Nublado,16
Estadio,Exposiciones,2.4,Caminando,Sabado,16,0,1,4.3,2666,1,Tormenta,69
Madera,Parque Berrio,14.2,Cable,Jueves,8,1,0,4.3,14058,0,Lluvia,72
Acevedo,Madera,1.6,Cable,Jueves,11,1,0,0.6,1450,2,Nublado,21
Ayura,Bello,1.2,Cable,Viernes,18,1,0,0.3,1172,3,Lluvia,37
Hospital,Suramericana,12.1,Cable,Sabado,15,0,1,2.2,12015,3,Tormenta,23
Itagui,Cisneros,5.0,Bus,Viernes,3,0,0,2.0,4260,1,Lluvia,95
Bello,Caribe,1.3,Taxi,Jueves,10,0,0,0.2,1433,0,Soleado,95
Itagui,Sabaneta,6.6,Caminando,Jueves,18,1,0,20.3,6323,3,Soleado,60
Universidad,Niquia,11.8,Bus,Domingo,7,1,1,4.6,10785,2,Nublado,88
Parque Berrio,La Estrella,2.5,Bus,Viernes,15,0,0,1.3,2822,3,Lluvia,44
Industriales,Suramericana,10.7,Cable,Jueves,16,0,0,2.1,10625,1,Nublado,53
Tricentenario,Aguacatala,1.1,Taxi,Jueves,12,1,0,0.2,1041,0,Lluvia,58
Floresta,Poblado,2.1,Cable,Sabado,5,0,1,0.4,1726,2,Soleado,76
La Estrella,Caribe,6.8,Caminando,Martes,10,0,0,13.2,5834,1,Nublado,84
Tricentenario,Ayura,7.8,Caminando,Sabado,9,0,1,16.3,7761,1,Tormenta,20
San Antonio,Tricentenario,12.6,Cable,Domingo,19,1,1,4.6,12033,1,Soleado,28
Caribe,Cisneros,4.5,Taxi,Lunes,17,1,0,1.4,4162,3,Nublado,69
Madera,San Antonio,12.7,Taxi,Miercoles,7,1,0,5.3,11151,3,Tormenta,90
Itagui,Cisneros,10.4,Metro,Jueves,3,0,0,3.3,8445,2,Tormenta,21
Ayura,Sabaneta,11.3,Metro,Sabado,18,1,1,6.4,12498,1,Lluvia,72
Industriales,Itagui,1.9,Caminando,Martes,6,1,0,4.4,1712,0,Soleado,24
Envigado,San Javier,13.9,Metro,Lunes,0,0,0,5.0,13358,0,Tormenta,85
San Javier,Niquia,8.0,Taxi,Lunes,14,1,0,2.4,6592,3,Tormenta,22
Parque Berrio,Santa Lucia,2.0,Caminando,Sabado,16,0,1,3.5,1962,3,Lluvia,50
Aguacatala,Tricentenario,9.4,Bus,Sabado,10,0,1,4.4,8808,0,Nublado,37
Poblado,Prado,1.1,Taxi,Jueves,20,0,0,0.3,939,1,Tormenta,88
Parque Berrio,Madera,2.0,Bus,Miercoles,12,1,0,1.3,2376,3,Lluvia,39
Madera,Floresta,14.0,Caminando,Viernes,11,1,0,36.1,11774,0,Tormenta,92
San Antonio,Parque Berrio,4.2,Cable,Martes,5,0,0,0.8,3402,0,Lluvia,66
Parque Berrio,Envigado,13.3,Cable,Martes,19,1,0,4.2,14164,2,Lluvia,76
Madera,Aguacatala,12.3,Metro,Sabado,7,1,1,4.4,12780,0,Soleado,66
Aguacatala,Suramericana,9.0,Bus,Lunes,15,0,0,3.2,8127,0,Tormenta,77
Acevedo,Tricentenario,12.7,Metro,Viernes,3,0,0,5.1,10312,1,Soleado,44
Parque Berrio,San Antonio,7.3,Metro,Miercoles,10,0,0,2.2,8307,2,Tormenta,99
San Antonio,Exposiciones,7.7,Bus,Lunes,18,1,0,5.8,7577,1,Soleado,17
Parque Berrio,La Estrella,9.8,Caminando,Domingo,5,0,1,23.4,9771,0,Tormenta,92
Cisneros,Poblado,14.5,Bus,Domingo,14,1,1,11.9,12746,2,Tormenta,29
Universidad,Cisneros,13.0,Caminando,Sabado,16,0,1,30.9,14534,1,Tormenta,94
Suramericana,Exposiciones,4.7,Caminando,Jueves,21,0,0,7.8,4338,2,Nublado,25
Estadio,Aguacatala,7.0,Caminando,Sabado,14,1,1,20.9,6419,2,Tormenta,87
Tricentenario,Acevedo,1.3,Metro,Viernes,4,0,0,0.5,1447,1,Lluvia,43
Exposiciones,Parque Berrio,1.2,Cable,Jueves,18,1,0,0.4,1160,2,Tormenta,10
Hospital,La Estrella,7.7,Bus,Viernes,21,0,0,3.7,8285,3,Tormenta,84
Tricentenario,Exposiciones,5.6,Taxi,Jueves,19,1,0,1.6,4497,0,Soleado,24
San Javier,Suramericana,2.0,Metro,Miercoles,10,0,0,0.6,1796,2,Lluvia,89
La Estrella,Ayura,1.0,Metro,Jueves,2,0,0,0.4,871,1,Lluvia,95
Exposiciones,Sabaneta,7.7,Caminando,Lunes,21,0,0,13.5,6445,0,Lluvia,95
Prado,Envigado,14.3,Metro,Miercoles,21,0,0,4.3,14086,2,Tormenta,18
Sabaneta,Tricentenario,13.3,Bus,Jueves,16,0,0,3.8,11185,3,Lluvia,25
Aguacatala,Exposiciones,12.6,Metro,Domingo,20,0,1,3.6,15007,0,Tormenta,87
Hospital,Poblado,6.8,Caminando,Lunes,10,0,0,13.4,6283,1,Nublado,83
San Javier,Madera,14.7,Caminando,Domingo,21,0,1,25.2,12877,3,Tormenta,23
Caribe,Industriales,9.5,Caminando,Domingo,14,1,1,29.1,8502,2,Nublado,88
Industriales,Suramericana,11.6,Taxi,Martes,9,0,0,2.0,13015,3,Tormenta,74
Acevedo,Tricentenario,1.6,Metro,Domingo,7,1,1,0.8,1542,3,Tormenta,20
Cisneros,San Antonio,11.8,Taxi,Viernes,11,1,0,4.7,12343,3,Soleado,31
Alpujarra,Sabaneta,11.0,Metro,Viernes,4,0,0,3.3,10120,3,Nublado,24
Industriales,Caribe,4.0,Cable,Martes,23,0,0,0.8,3348,0,Nublado,89
San Antonio,Exposiciones,7.6,Caminando,Miercoles,18,1,0,20.7,8299,1,Lluvia,72
Itagui,San Antonio,4.6,Taxi,Martes,18,1,0,1.5,4807,1,Tormenta,68
Niquia,Hospital,6.5,Caminando,Miercoles,4,0,0,13.8,5544,0,Nublado,56
Envigado,Parque Berrio,12.2,Bus,Miercoles,6,1,0,7.4,9955,1,Nublado,90
Prado,San Javier,4.1,Caminando,Jueves,16,0,0,9.5,3510,0,Tormenta,97
Santa Lucia,Ayura,9.9,Caminando,Lunes,2,0,0,17.7,9702,2,Lluvia,29
Caribe,Niquia,9.6,Cable,Lunes,0,0,0,2.1,8352,3,Lluvia,96
Madera,Poblado,11.7,Bus,Lunes,19,1,0,5.8,13092,2,Lluvia,52
Madera,Santa Lucia,1.5,Metro,Viernes,11,1,0,0.6,1396,1,Nublado,64
Caribe,Hospital,1.2,Metro,Martes,6,1,0,0.5,1054,1,Soleado,100
Universidad,Santa Lucia,3.8,Taxi,Martes,4,0,0,0.7,4157,0,Tormenta,83
Tricentenario,Itagui,10.9,Metro,Viernes,3,0,0,3.2,11096,3,Tormenta,96
Parque Berrio,Niquia,6.2,Bus,Miercoles,0,0,0,3.1,5016,3,Soleado,65
Exposiciones,Prado,10.6,Caminando,Martes,0,0,0,19.4,10271,0,Soleado,52
Floresta,La Estrella,3.0,Metro,Lunes,13,1,0,2.0,2403,1,Lluvia,22
Acevedo,Exposiciones,9.6,Metro,Jueves,0,0,0,3.8,11270,1,Soleado,52
Cisneros,Caribe,10.7,Taxi,Jueves,5,0,0,1.7,11577,0,Lluvia,74
Cisneros,Envigado,9.9,Bus,Viernes,20,0,0,3.3,11662,0,Lluvia,73
Exposiciones,Caribe,1.7,Taxi,Sabado,6,1,1,0.4,1498,2,Lluvia,74
San Javier,Industriales,6.6,Bus,Martes,14,1,0,3.9,7260,0,Nublado,12
Prado,Exposiciones,2.6,Caminando,Miercoles,0,0,0,5.3,2491,1,Nublado,87
Hospital,Exposiciones,9.3,Taxi,Domingo,9,0,1,1.6,9114,3,Tormenta,51
Poblado,Ayura,10.5,Caminando,Viernes,2,0,0,23.4,11340,1,Soleado,100
Parque Berrio,Suramericana,7.2,Taxi,Jueves,13,1,0,2.1,6077,3,Soleado,80
Itagui,Alpujarra,12.2,Caminando,Lunes,14,1,0,30.3,10797,1,Soleado,36
Universidad,Industriales,1.1,Caminando,Sabado,12,1,1,3.2,1301,0,Nublado,95
Ayura,San Javier,1.1,Caminando,Lunes,18,1,0,4.1,939,0,Nublado,83
Sabaneta,Suramericana,7.5,Cable,Jueves,19,1,0,2.7,6180,1,Nublado,76
San Javier,Aguacatala,13.4,Caminando,Martes,21,0,0,23.0,15129,3,Soleado,79
Estadio,Suramericana,6.5,Taxi,Jueves,18,1,0,1.9,5226,0,Tormenta,40
Aguacatala,Sabaneta,11.9,Taxi,Miercoles,18,1,0,3.5,11055,2,Lluvia,24
Bello,Aguacatala,2.9,Cable,Sabado,5,0,1,0.6,2740,1,Lluvia,67
Cisneros,Alpujarra,1.4,Caminando,Martes,22,0,0,3.1,1364,1,Lluvia,90
La Estrella,Floresta,6.1,Caminando,Martes,14,1,0,21.3,6978,3,Lluvia,63
San Javier,Cisneros,8.4,Caminando,Jueves,12,1,0,28.4,6880,3,Nublado,17
Poblado,San Javier,14.4,Metro,Jueves,14,1,0,7.1,12931,2,Soleado,92
La Estrella,Niquia,6.4,Cable,Jueves,17,1,0,1.7,6758,2,Lluvia,11
Hospital,Universidad,2.8,Cable,Sabado,18,1,1,0.9,2506,1,Soleado,27
Cisneros,San Javier,7.4,Cable,Miercoles,6,1,0,2.3,6364,2,Tormenta,29
Prado,La Estrella,4.4,Metro,Lunes,4,0,0,1.5,4475,2,Soleado,84
Hospital,Floresta,10.7,Taxi,Martes,11,1,0,3.5,8753,0,Tormenta,24
Aguacatala,Prado,4.7,Metro,Jueves,13,1,0,2.7,4888,3,Soleado,30
Acevedo,Itagui,14.4,Caminando,Jueves,21,0,0,24.7,17078,0,Tormenta,51
Niquia,Aguacatala,13.2,Cable,Sabado,4,0,1,2.9,12157,0,Lluvia,59
Parque Berrio,San Antonio,4.5,Cable,Lunes,22,0,0,0.8,4450,2,Lluvia,84
San Antonio,Bello,7.0,Bus,Lunes,6,1,0,4.3,8008,2,Nublado,39
La Estrella,Tricentenario,4.7,Cable,Martes,6,1,0,1.3,5428,1,Tormenta,82
Exposiciones,Estadio,3.6,Bus,Miercoles,18,1,0,2.2,3568,2,Soleado,61
Acevedo,Aguacatala,1.3,Caminando,Lunes,13,1,0,5.0,1154,0,Soleado,36
Itagui,Universidad,7.4,Taxi,Domingo,19,1,1,2.7,7363,1,Soleado,80
La Estrella,Universidad,11.4,Bus,Jueves,7,1,0,6.4,12677,1,Soleado,10
San Antonio,Hospital,3.4,Metro,Miercoles,2,0,0,1.1,3692,1,Nublado,75
Hospital,San Javier,3.5,Cable,Sabado,23,0,1,0.7,3910,2,Tormenta,79
Envigado,Poblado,6.6,Bus,Miercoles,4,0,0,2.1,7029,0,Soleado,31
Industriales,Sabaneta,6.8,Caminando,Martes,9,0,0,13.2,6562,1,Lluvia,72
Industriales,Niquia,10.1,Caminando,Sabado,22,0,1,23.3,10352,1,Lluvia,53
Caribe,Exposiciones,10.7,Cable,Martes,14,1,0,3.3,8635,3,Soleado,99
Santa Lucia,Sabaneta,7.6,Taxi,Sabado,10,0,1,1.7,7767,0,Nublado,88
Ayura,Envigado,3.2,Caminando,Jueves,4,0,0,6.5,2781,1,Tormenta,97
Floresta,Madera,1.4,Cable,Lunes,3,0,0,0.3,1173,3,Soleado,52
Exposiciones,Estadio,12.1,Cable,Domingo,16,0,1,2.2,13649,3,Tormenta,49
Aguacatala,Sabaneta,7.5,Taxi,Sabado,2,0,1,1.5,6668,2,Nublado,81
San Javier,Alpujarra,2.2,Bus,Viernes,21,0,0,2.4,1855,2,Soleado,76
Poblado,Niquia,7.8,Metro,Sabado,0,0,1,3.0,6396,3,Tormenta,93
Acevedo,Estadio,5.0,Metro,Sabado,9,0,1,1.5,5480,2,Tormenta,86
Exposiciones,Aguacatala,2.2,Bus,Viernes,9,0,0,0.6,1861,0,Soleado,16
San Javier,Aguacatala,1.4,Metro,Lunes,15,0,0,0.4,1226,2,Lluvia,82
Aguacatala,Caribe,1.5,Bus,Sabado,21,0,1,0.4,1676,3,Lluvia,89
Suramericana,Sabaneta,10.4,Cable,Domingo,20,0,1,2.1,10088,1,Tormenta,51
Sabaneta,Estadio,5.9,Cable,Domingo,8,1,1,1.9,6956,2,Nublado,17
Parque Berrio,Madera,11.9,Cable,Lunes,3,0,0,2.2,13661,2,Soleado,34
Hospital,Aguacatala,12.1,Caminando,Lunes,14,1,0,36.8,13443,3,Tormenta,78
Acevedo,Estadio,5.8,Cable,Viernes,16,0,0,1.2,5997,2,Soleado,56
Ayura,Parque Berrio,4.9,Caminando,Domingo,16,0,1,10.1,4062,1,Lluvia,74
Exposiciones,Caribe,7.2,Taxi,Viernes,21,0,0,3.7,7812,3,Nublado,33
Prado,Exposiciones,11.3,Bus,Jueves,4,0,0,3.5,9560,0,Lluvia,98
Madera,Itagui,13.6,Taxi,Miercoles,21,0,0,2.9,15939,2,Nublado,31
Madera,Prado,8.0,Taxi,Jueves,13,1,0,2.3,9240,1,Lluvia,98
Envigado,Niquia,4.7,Metro,Viernes,4,0,0,1.5,4949,1,Soleado,52
San Antonio,Parque Berrio,13.9,Caminando,Martes,18,1,0,38.3,11565,2,Tormenta,97
Prado,La Estrella,6.4,Caminando,Sabado,14,1,1,18.7,5459,3,Lluvia,97
Aguacatala,Cisneros,2.1,Bus,Martes,8,1,0,1.0,1970,2,Nublado,89
Cisneros,Caribe,9.3,Cable,Domingo,13,1,1,2.9,8835,2,Lluvia,75
Prado,Aguacatala,1.1,Taxi,Miercoles,7,1,0,0.5,1207,1,Tormenta,10
Santa Lucia,San Antonio,5.7,Caminando,Lunes,5,0,0,13.6,6253,1,Lluvia,58
Hospital,Envigado,12.8,Caminando,Martes,3,0,0,29.1,12160,3,Nublado,64
Floresta,Cisneros,14.7,Taxi,Lunes,3,0,0,2.8,12774,1,Nublado,17
Suramericana,Poblado,9.6,Metro,Miercoles,13,1,0,5.6,8179,3,Soleado,26
Santa Lucia,Tricentenario,4.5,Cable,Sabado,9,0,1,0.8,5152,1,Tormenta,18
Envigado,Industriales,13.2,Bus,Lunes,9,0,0,4.8,10982,0,Nublado,90
Madera,Hospital,8.6,Caminando,Miercoles,0,0,0,15.0,9254,0,Tormenta,63
Madera,Alpujarra,8.2,Taxi,Viernes,19,1,0,2.3,7798,0,Soleado,31
La Estrella,Envigado,2.1,Caminando,Martes,10,0,0,3.6,2436,3,Tormenta,84
Bello,Alpujarra,3.5,Caminando,Martes,12,1,0,9.7,3752,2,Tormenta,14
San Antonio,Tricentenario,12.8,Metro,Lunes,2,0,0,3.7,13875,3,Soleado,31
Universidad,Estadio,14.2,Bus,Jueves,6,1,0,10.3,14569,3,Tormenta,27
Industriales,Itagui,8.4,Taxi,Domingo,15,0,1,1.9,9820,1,Nublado,10
Ayura,Aguacatala,7.1,Cable,Miercoles,7,1,0,2.2,8094,1,Nublado,44
La Estrella,San Javier,7.7,Taxi,Sabado,22,0,1,1.4,6915,1,Tormenta,73
La Estrella,Floresta,4.0,Metro,Miercoles,8,1,0,2.2,3324,1,Tormenta,38
Floresta,La Estrella,12.4,Bus,Sabado,17,1,1,31.7,11532,0,Nublado,52
San Antonio,Alpujarra,14.7,Taxi,Miercoles,16,0,0,3.4,15200,0,Lluvia,23
Acevedo,Poblado,6.0,Cable,Lunes,17,1,0,2.0,6024,3,Nublado,77
Exposiciones,Cisneros,5.2,Taxi,Lunes,19,1,0,2.0,4862,3,Tormenta,39
Universidad,Caribe,5.0,Bus,Domingo,2,0,1,2.1,5190,3,Soleado,11
San Javier,Industriales,14.2,Bus,Sabado,21,0,1,6.0,13376,1,Tormenta,45
Bello,Ayura,3.9,Cable,Lunes,20,0,0,0.7,3214,1,Nublado,83
Ayura,Niquia,2.3,Metro,Domingo,23,0,1,0.8,2102,1,Lluvia,64
Envigado,La Estrella,1.5,Metro,Sabado,17,1,1,0.9,1366,1,Tormenta,45
Cisneros,Suramericana,1.3,Bus,Lunes,12,1,0,0.9,1550,3,Soleado,50
Exposiciones,Alpujarra,7.5,Caminando,Sabado,21,0,1,17.5,7132,2,Tormenta,53
Itagui,San Antonio,1.4,Caminando,Domingo,11,1,1,4.6,1571,3,Nublado,82
Santa Lucia,La Estrella,8.2,Metro,Viernes,3,0,0,3.1,7757,0,Nublado,89
Alpujarra,Caribe,3.0,Taxi,Domingo,23,0,1,0.7,3426,1,Soleado,60
La Estrella,San Antonio,2.3,Metro,Martes,19,1,0,1.3,2187,2,Nublado,17
Suramericana,Universidad,9.8,Metro,Domingo,4,0,1,3.6,10163,1,Soleado,75
Floresta,Suramericana,3.6,Caminando,Viernes,9,0,0,7.9,3323,1,Soleado,31
Floresta,Parque Berrio,9.2,Taxi,Domingo,23,0,1,2.3,8722,0,Lluvia,21
Caribe,Cisneros,11.1,Metro,Viernes,1,0,0,3.9,12121,2,Soleado,100
Niquia,San Antonio,2.9,Cable,Sabado,8,1,1,0.9,2767,3,Soleado,21
Envigado,La Estrella,11.4,Metro,Viernes,6,1,0,5.9,13258,2,Tormenta,18
Universidad,Hospital,10.7,Caminando,Jueves,19,1,0,37.5,9576,3,Nublado,47
Cisneros,Tricentenario,11.8,Metro,Sabado,4,0,1,4.1,13712,1,Soleado,38
Bello,Acevedo,3.3,Taxi,Viernes,9,0,0,0.7,3577,0,Tormenta,96
Industriales,Parque Berrio,12.5,Taxi,Sabado,6,1,1,3.2,13275,1,Soleado,95
Universidad,Hospital,2.3,Taxi,Domingo,17,1,1,0.8,2576,3,Tormenta,16
Parque Berrio,Floresta,13.0,Metro,Viernes,2,0,0,3.8,14144,0,Soleado,74
Suramericana,Estadio,12.4,Cable,Jueves,1,0,0,2.2,11222,1,Soleado,41
Prado,Cisneros,1.4,Taxi,Viernes,11,1,0,0.4,1672,3,Lluvia,17
Cisneros,Santa Lucia,6.0,Cable,Jueves,11,1,0,2.0,5958,1,Soleado,60
Niquia,Hospital,2.3,Cable,Martes,16,0,0,0.5,2744,0,Lluvia,98
Estadio,Poblado,13.0,Metro,Lunes,18,1,0,5.8,10543,0,Lluvia,86
Sabaneta,Prado,10.6,Cable,Domingo,12,1,1,3.3,9816,1,Tormenta,17
Niquia,Ayura,11.9,Metro,Lunes,10,0,0,4.1,9913,2,Soleado,81
Industriales,Universidad,4.0,Bus,Viernes,6,1,0,1.9,4292,3,Lluvia,46
Santa Lucia,Envigado,4.4,Caminando,Viernes,6,1,0,13.7,4629,1,Nublado,77
San Antonio,Itagui,11.4,Bus,Jueves,11,1,0,7.5,12734,0,Tormenta,13
Universidad,San Antonio,7.9,Caminando,Miercoles,7,1,0,22.7,7110,3,Nublado,28
Hospital,Itagui,6.8,Metro,Viernes,8,1,0,3.4,6392,3,Tormenta,44
Acevedo,Industriales,1.5,Bus,Martes,2,0,0,0.5,1464,1,Tormenta,71
Exposiciones,Bello,1.1,Metro,Miercoles,11,1,0,0.5,924,2,Tormenta,32
Envigado,Acevedo,13.5,Taxi,Miercoles,6,1,0,3.3,12920,3,Soleado,35
Exposiciones,Madera,6.6,Metro,Lunes,19,1,0,4.1,7676,2,Tormenta,54
Prado,Caribe,8.1,Cable,Domingo,7,1,1,2.7,7436,3,Tormenta,21
Prado,Cisneros,9.8,Metro,Sabado,9,0,1,3.0,10682,2,Tormenta,64
Niquia,Bello,9.4,Bus,Sabado,2,0,1,3.6,8244,3,Nublado,38
Ayura,Exposiciones,10.7,Caminando,Sabado,8,1,1,37.8,12626,1,Tormenta,77
Hospital,Itagui,12.7,Taxi,Miercoles,1,0,0,8.6,11417,2,Soleado,87
Itagui,Madera,8.6,Cable,Martes,11,1,0,2.4,8015,0,Nublado,45
Cisneros,Ayura,13.2,Taxi,Miercoles,8,1,0,5.5,15220,3,Nublado,72
Itagui,San Antonio,5.3,Caminando,Sabado,22,0,1,9.2,4929,2,Tormenta,64
Itagui,San Antonio,12.8,Taxi,Miercoles,2,0,0,2.8,13082,1,Tormenta,53
Caribe,Envigado,14.5,Metro,Martes,3,0,0,5.3,16922,0,Tormenta,36
Prado,San Antonio,10.8,Cable,Viernes,21,0,0,2.1,10368,0,Tormenta,37
Envigado,Hospital,11.1,Bus,Martes,8,1,0,8.1,9391,3,Soleado,69
Envigado,Acevedo,9.9,Bus,Martes,22,0,0,3.6,8296,1,Soleado,44
Estadio,Itagui,10.8,Taxi,Martes,9,0,0,2.5,12539,1,Lluvia,54
Estadio,Tricentenario,7.8,Caminando,Lunes,20,0,0,16.7,9087,2,Tormenta,94
Aguacatala,Sabaneta,1.7,Caminando,Miercoles,21,0,0,2.9,1688,2,Tormenta,70
Acevedo,Madera,13.4,Taxi,Martes,17,1,0,4.0,13923,0,Lluvia,19
Floresta,Niquia,14.8,Cable,Jueves,3,0,0,2.7,14874,2,Lluvia,58
Santa Lucia,La Estrella,1.8,Metro,Sabado,18,1,1,0.9,2113,2,Tormenta,37
Floresta,Suramericana,14.6,Caminando,Martes,20,0,0,25.5,17067,3,Lluvia,81
San Javier,Estadio,7.6,Cable,Sabado,0,0,1,1.5,6650,2,Nublado,32
San Antonio,Acevedo,8.7,Bus,Viernes,20,0,0,2.8,9109,0,Tormenta,95
Exposiciones,Poblado,6.0,Metro,Lunes,17,1,0,3.0,6552,2,Tormenta,18
Industriales,Parque Berrio,14.7,Cable,Martes,16,0,0,6.3,16890,3,Soleado,85
Cisneros,Niquia,8.3,Cable,Viernes,7,1,0,2.4,8408,3,Nublado,31
Bello,Ayura,4.8,Metro,Lunes,16,0,0,1.5,5544,3,Tormenta,48
Envigado,Poblado,5.9,Cable,Miercoles,5,0,0,1.3,6750,2,Lluvia,60
San Antonio,Aguacatala,6.0,Bus,Jueves,15,0,0,2.1,6366,1,Soleado,67
Itagui,Prado,1.0,Cable,Martes,18,1,0,0.3,1191,1,Nublado,17
Caribe,Poblado,1.8,Bus,Miercoles,19,1,0,0.9,1674,2,Nublado,57
Poblado,Hospital,15.0,Bus,Lunes,19,1,0,9.9,17835,0,Tormenta,39
San Antonio,Madera,10.1,Cable,Domingo,10,0,1,1.9,10554,2,Soleado,26
San Antonio,Floresta,1.9,Caminando,Domingo,15,0,1,4.3,1723,3,Tormenta,86
Universidad,Hospital,4.0,Bus,Miercoles,13,1,0,1.9,4624,3,Nublado,76
Hospital,Aguacatala,3.6,Bus,Miercoles,15,0,0,1.7,2945,1,Nublado,70
Cisneros,Estadio,3.0,Metro,Sabado,17,1,1,1.6,3540,3,Soleado,44
Universidad,Hospital,9.9,Bus,Viernes,21,0,0,4.0,8979,2,Lluvia,61
La Estrella,Suramericana,13.5,Metro,Viernes,11,1,0,6.2,13838,0,Lluvia,97
San Javier,Acevedo,8.6,Cable,Lunes,18,1,0,3.0,8505,2,Lluvia,48
Floresta,Santa Lucia,10.3,Bus,Miercoles,11,1,0,6.0,9064,3,Lluvia,13
San Antonio,Universidad,10.1,Bus,Miercoles,14,1,0,8.4,9948,1,Lluvia,26
Ayura,Itagui,4.1,Bus,Sabado,18,1,1,2.8,4699,1,Nublado,20
