origen,destino,distancia_km,dia_semana,hora,es_hora_pico,es_finde_semana,es_urgente,presupuesto,transporte_optimo
Universidad,Bello,18.8,Miercoles,0,0,0,0,alto,Taxi
Aguacatala,Bello,9.2,Jueves,13,1,0,0,bajo,Bus
Suramericana,Niquia,18.2,Lunes,8,1,0,0,bajo,Bus
Hospital,Madera,17.8,Martes,5,0,0,0,alto,Metro
Niquia,Itagui,18.4,Miercoles,16,0,0,0,bajo,Bus
Parque Berrio,Prado,18.0,Lunes,16,0,0,1,medio,Taxi
Universidad,Suramericana,16.8,Domingo,22,0,1,1,bajo,Taxi
Exposiciones,San Antonio,11.5,Jueves,10,0,0,1,alto,Taxi
Exposiciones,Santa Lucia,11.3,Domingo,21,0,1,0,medio,Metro
San Antonio,Caribe,8.8,Jueves,16,0,0,1,medio,Taxi
Alpujarra,Poblado,1.1,Domingo,0,0,1,0,bajo,Caminando
Poblado,Parque Berrio,13.0,Jueves,23,0,0,1,alto,Taxi
Hospital,La Estrella,18.0,Miercoles,8,1,0,1,bajo,Taxi
Hospital,Acevedo,10.9,Lunes,20,0,0,1,alto,Taxi
Suramericana,Poblado,4.3,Martes,5,0,0,1,bajo,Taxi
Poblado,San Javier,7.2,Jueves,11,1,0,1,alto,Taxi
Ayura,Floresta,11.4,Sabado,13,1,1,1,medio,Taxi
Prado,Cisneros,10.7,Lunes,7,1,0,0,medio,Metro
Prado,Alpujarra,2.7,Martes,19,1,0,0,medio,Bus
La Estrella,Parque Berrio,15.6,Jueves,11,1,0,1,medio,Taxi
Madera,Industriales,3.6,Domingo,11,1,1,0,alto,Taxi
Exposiciones,Poblado,14.1,Sabado,5,0,1,1,bajo,Taxi
Itagui,Santa Lucia,2.8,Jueves,13,1,0,0,medio,Bus
Hospital,Alpujarra,1.0,Miercoles,10,0,0,0,alto,Bus
Ayura,San Javier,12.9,Domingo,13,1,1,1,bajo,Taxi
Envigado,Cisneros,4.9,Sabado,6,1,1,0,medio,Bus
Industriales,Caribe,9.9,Domingo,23,0,1,0,alto,Metro
Cisneros,Ayura,19.4,Lunes,4,0,0,1,bajo,Taxi
Parque Berrio,Exposiciones,15.8,Lunes,0,0,0,0,bajo,Bus
La Estrella,Floresta,4.9,Sabado,2,0,1,0,medio,Bus
Floresta,San Antonio,11.5,Jueves,4,0,0,0,medio,Taxi
Floresta,Madera,10.1,Martes,18,1,0,1,alto,Taxi
Exposiciones,Hospital,12.6,Sabado,15,0,1,0,medio,Taxi
Alpujarra,Cisneros,18.5,Jueves,20,0,0,1,medio,Taxi
Niquia,Acevedo,10.2,Martes,15,0,0,0,alto,Taxi
Universidad,Caribe,13.3,Domingo,22,0,1,0,bajo,Bus
Hospital,Acevedo,5.3,Viernes,17,1,0,1,alto,Taxi
Envigado,La Estrella,10.7,Jueves,4,0,0,0,alto,Metro
Industriales,Parque Berrio,8.6,Miercoles,7,1,0,0,medio,Metro
Envigado,Floresta,10.3,Miercoles,2,0,0,0,medio,Taxi
Aguacatala,Madera,2.8,Jueves,13,1,0,0,bajo,Taxi
Poblado,Alpujarra,12.1,Martes,3,0,0,1,medio,Taxi
Industriales,Envigado,3.8,Sabado,22,0,1,1,medio,Taxi
Poblado,Acevedo,6.1,Jueves,8,1,0,1,alto,Taxi
Suramericana,San Antonio,14.6,Viernes,4,0,0,1,bajo,Taxi
Suramericana,Itagui,14.3,Lunes,16,0,0,0,alto,Taxi
Universidad,Sabaneta,4.0,Sabado,22,0,1,0,bajo,Metro
La Estrella,Universidad,12.1,Martes,13,1,0,0,alto,Metro
Ayura,Envigado,11.3,Jueves,14,1,0,1,bajo,Taxi
Acevedo,Prado,7.6,Miercoles,0,0,0,1,medio,Taxi
Hospital,Prado,17.8,Viernes,22,0,0,0,alto,Metro
Itagui,Poblado,5.3,Domingo,16,0,1,1,bajo,Taxi
Poblado,Parque Berrio,8.7,Domingo,19,1,1,0,alto,Metro
Exposiciones,Ayura,5.6,Viernes,13,1,0,0,bajo,Bus
Parque Berrio,Sabaneta,15.6,Lunes,12,1,0,0,bajo,Bus
Suramericana,San Javier,13.1,Lunes,12,1,0,1,bajo,Taxi
Prado,Itagui,6.5,Sabado,6,1,1,0,alto,Bus
Niquia,Poblado,7.0,Jueves,0,0,0,1,medio,Taxi
Prado,Estadio,18.3,Domingo,12,1,1,0,alto,Metro
Industriales,Sabaneta,18.9,Domingo,4,0,1,0,bajo,Bus
San Javier,Tricentenario,1.3,Martes,6,1,0,0,alto,Caminando
Envigado,Santa Lucia,13.1,Martes,5,0,0,0,alto,Metro
Universidad,Acevedo,4.4,Lunes,3,0,0,1,medio,Taxi
Alpujarra,Exposiciones,10.0,Jueves,7,1,0,0,alto,Bus
Aguacatala,La Estrella,13.8,Domingo,19,1,1,0,medio,Bus
Envigado,Floresta,11.5,Sabado,7,1,1,1,bajo,Taxi
Acevedo,Suramericana,11.8,Lunes,8,1,0,1,alto,Taxi
Itagui,Universidad,11.5,Miercoles,13,1,0,0,bajo,Bus
Suramericana,Envigado,9.6,Martes,23,0,0,0,alto,Taxi
Cisneros,Alpujarra,15.9,Martes,21,0,0,0,bajo,Bus
Suramericana,Prado,8.2,Miercoles,16,0,0,1,alto,Taxi
Niquia,San Antonio,15.9,Martes,23,0,0,0,bajo,Bus
Itagui,Bello,11.1,Miercoles,16,0,0,1,bajo,Taxi
Poblado,San Javier,11.5,Martes,18,1,0,0,bajo,Bus
Ayura,Madera,13.8,Viernes,1,0,0,1,alto,Taxi
Suramericana,Aguacatala,5.7,Miercoles,15,0,0,0,alto,Taxi
Ayura,Poblado,12.3,Jueves,8,1,0,1,bajo,Taxi
Itagui,Ayura,4.3,Miercoles,7,1,0,0,bajo,Bus
Caribe,Exposiciones,11.3,Lunes,9,0,0,0,bajo,Bus
Aguacatala,Cisneros,14.4,Miercoles,22,0,0,1,alto,Taxi
Hospital,Acevedo,2.2,Miercoles,21,0,0,0,medio,Bus
Alpujarra,Acevedo,1.4,Sabado,23,0,1,1,alto,Taxi
Estadio,Madera,19.0,Jueves,7,1,0,1,alto,Taxi
Exposiciones,Hospital,9.4,Viernes,2,0,0,0,bajo,Bus
Parque Berrio,Bello,12.4,Sabado,21,0,1,0,medio,Taxi
Itagui,San Antonio,17.0,Jueves,9,0,0,1,alto,Taxi
Aguacatala,Ayura,17.8,Martes,7,1,0,0,alto,Metro
Envigado,Floresta,17.7,Jueves,3,0,0,1,alto,Taxi
San Javier,Prado,18.4,Miercoles,3,0,0,1,alto,Taxi
Ayura,Industriales,8.8,Lunes,20,0,0,0,bajo,Bus
Ayura,Madera,13.7,Martes,15,0,0,0,medio,Metro
San Javier,Estadio,4.5,Lunes,10,0,0,0,bajo,Metro
Hospital,Cisneros,8.3,Jueves,4,0,0,1,medio,Taxi
La Estrella,Sabaneta,19.3,Viernes,10,0,0,0,bajo,Bus
Suramericana,Ayura,13.1,Domingo,0,0,1,0,bajo,Bus
Sabaneta,Alpujarra,9.5,Martes,21,0,0,0,medio,Metro
La Estrella,Cisneros,11.7,Jueves,22,0,0,0,medio,Metro
San Antonio,La Estrella,2.1,Miercoles,2,0,0,1,medio,Taxi
Parque Berrio,San Antonio,6.0,Domingo,4,0,1,0,alto,Taxi
Aguacatala,Parque Berrio,6.8,Domingo,12,1,1,1,medio,Taxi
Sabaneta,Bello,7.0,Miercoles,22,0,0,0,medio,Metro
Estadio,Parque Berrio,4.8,Domingo,20,0,1,0,bajo,Bus
Universidad,Prado,4.6,Domingo,17,1,1,0,alto,Bus
Acevedo,Poblado,3.8,Domingo,15,0,1,1,bajo,Taxi
Industriales,Parque Berrio,11.3,Miercoles,6,1,0,0,alto,Bus
Suramericana,Itagui,7.8,Martes,5,0,0,1,bajo,Taxi
Hospital,San Javier,1.7,Martes,4,0,0,0,medio,Bus
Tricentenario,Ayura,8.6,Domingo,10,0,1,1,medio,Taxi
Poblado,Ayura,5.0,Jueves,12,1,0,1,bajo,Taxi
Suramericana,Prado,14.6,Martes,19,1,0,0,medio,Bus
Madera,Envigado,10.9,Viernes,17,1,0,0,medio,Bus
Bello,La Estrella,4.5,Viernes,12,1,0,0,bajo,Bus
Universidad,Tricentenario,17.7,Miercoles,11,1,0,0,alto,Metro
Floresta,Santa Lucia,14.2,Sabado,9,0,1,0,medio,Metro
Ayura,Floresta,10.8,Miercoles,7,1,0,0,medio,Metro
San Javier,Exposiciones,10.0,Miercoles,16,0,0,0,alto,Bus
San Javier,La Estrella,2.3,Lunes,1,0,0,0,medio,Metro
Ayura,Bello,16.5,Viernes,1,0,0,0,alto,Taxi
Aguacatala,Prado,16.2,Sabado,21,0,1,1,medio,Taxi
Ayura,Sabaneta,8.2,Sabado,17,1,1,0,alto,Bus
Ayura,Floresta,4.5,Viernes,5,0,0,1,alto,Taxi
Niquia,San Antonio,16.3,Domingo,3,0,1,1,medio,Taxi
Alpujarra,Ayura,11.5,Viernes,3,0,0,0,alto,Taxi
Hospital,Parque Berrio,12.5,Viernes,18,1,0,1,alto,Taxi
Alpujarra,San Antonio,15.2,Viernes,11,1,0,0,bajo,Bus
San Antonio,Tricentenario,2.4,Lunes,5,0,0,0,medio,Taxi
Acevedo,Floresta,3.5,Lunes,10,0,0,0,medio,Bus
Envigado,Bello,18.3,Jueves,20,0,0,0,medio,Bus
Acevedo,Estadio,13.2,Martes,7,1,0,1,bajo,Taxi
San Javier,Tricentenario,16.8,Viernes,9,0,0,0,bajo,Bus
Niquia,Floresta,15.3,Domingo,15,0,1,1,medio,Taxi
Sabaneta,Cisneros,11.3,Sabado,13,1,1,1,bajo,Taxi
Bello,Estadio,4.1,Lunes,1,0,0,0,medio,Metro
Suramericana,Acevedo,13.0,Domingo,10,0,1,0,medio,Metro
Caribe,Floresta,2.9,Viernes,11,1,0,1,medio,Taxi
San Antonio,Ayura,9.3,Miercoles,13,1,0,0,medio,Metro
Estadio,La Estrella,12.9,Sabado,0,0,1,0,medio,Metro
Acevedo,Floresta,15.7,Miercoles,5,0,0,1,bajo,Taxi
Exposiciones,Hospital,2.6,Lunes,14,1,0,1,alto,Taxi
Ayura,Cisneros,6.3,Martes,1,0,0,1,bajo,Taxi
Industriales,Exposiciones,9.9,Sabado,8,1,1,0,alto,Bus
San Javier,Sabaneta,5.9,Lunes,9,0,0,1,medio,Taxi
Acevedo,Caribe,6.5,Sabado,7,1,1,1,bajo,Taxi
Santa Lucia,Suramericana,14.3,Domingo,11,1,1,1,bajo,Taxi
Estadio,La Estrella,17.7,Lunes,9,0,0,1,bajo,Taxi
Universidad,Industriales,18.3,Viernes,4,0,0,1,alto,Taxi
Bello,Aguacatala,16.7,Martes,7,1,0,1,medio,Taxi
Sabaneta,Estadio,7.2,Lunes,9,0,0,1,alto,Taxi
San Javier,Acevedo,9.9,Lunes,18,1,0,1,alto,Taxi
Parque Berrio,Hospital,19.9,Martes,19,1,0,1,alto,Taxi
Aguacatala,San Javier,13.6,Domingo,14,1,1,0,alto,Bus
Universidad,Prado,16.3,Miercoles,20,0,0,1,bajo,Taxi
Cisneros,Aguacatala,2.7,Jueves,4,0,0,0,medio,Taxi
Exposiciones,Sabaneta,4.2,Jueves,15,0,0,1,bajo,Taxi
Industriales,San Antonio,17.7,Miercoles,15,0,0,0,alto,Bus
Niquia,Ayura,1.1,Lunes,19,1,0,0,alto,Caminando
Industriales,Tricentenario,14.7,Jueves,5,0,0,0,bajo,Bus
Niquia,Sabaneta,3.1,Martes,16,0,0,0,alto,Taxi
San Antonio,Itagui,15.4,Sabado,1,0,1,1,medio,Taxi
San Javier,Hospital,4.8,Lunes,22,0,0,1,alto,Taxi
Alpujarra,Floresta,13.6,Sabado,1,0,1,0,alto,Taxi
Envigado,Industriales,19.9,Miercoles,15,0,0,1,medio,Taxi
Cisneros,Niquia,10.3,Sabado,0,0,1,0,alto,Taxi
Sabaneta,Estadio,7.3,Miercoles,18,1,0,1,medio,Taxi
La Estrella,Parque Berrio,6.6,Domingo,21,0,1,1,alto,Taxi
Industriales,Hospital,14.1,Jueves,1,0,0,1,bajo,Taxi
Itagui,San Antonio,8.0,Miercoles,12,1,0,0,medio,Metro
Prado,Tricentenario,9.5,Miercoles,14,1,0,1,medio,Taxi
Madera,Prado,17.3,Miercoles,7,1,0,0,bajo,Bus
Itagui,San Antonio,4.7,Jueves,14,1,0,1,bajo,Taxi
Estadio,Tricentenario,2.2,Sabado,15,0,1,0,alto,Metro
Santa Lucia,San Antonio,10.8,Viernes,9,0,0,0,alto,Taxi
Alpujarra,Floresta,5.0,Domingo,5,0,1,0,bajo,Metro
Parque Berrio,Acevedo,18.4,Martes,5,0,0,0,bajo,Bus
San Antonio,Parque Berrio,17.3,Jueves,10,0,0,1,alto,Taxi
Suramericana,Bello,8.4,Jueves,6,1,0,1,medio,Taxi
Universidad,Cisneros,10.1,Lunes,17,1,0,1,alto,Taxi
Parque Berrio,Envigado,5.0,Jueves,13,1,0,0,bajo,Taxi
San Javier,Envigado,18.4,Viernes,11,1,0,1,alto,Taxi
Cisneros,Sabaneta,4.4,Sabado,12,1,1,1,alto,Taxi
La Estrella,Santa Lucia,13.0,Jueves,0,0,0,0,bajo,Bus
Floresta,Madera,19.3,Viernes,21,0,0,1,bajo,Taxi
Parque Berrio,Madera,18.4,Sabado,21,0,1,1,alto,Taxi
Exposiciones,Hospital,11.0,Viernes,14,1,0,1,medio,Taxi
Itagui,Poblado,6.7,Lunes,6,1,0,0,medio,Bus
San Javier,Estadio,19.7,Sabado,14,1,1,0,medio,Taxi
Madera,Acevedo,5.8,Miercoles,11,1,0,1,alto,Taxi
Aguacatala,Poblado,11.3,Domingo,5,0,1,1,bajo,Taxi
Cisneros,Niquia,9.3,Martes,4,0,0,1,medio,Taxi
La Estrella,Ayura,18.1,Sabado,23,0,1,0,medio,Bus
Estadio,Sabaneta,7.4,Martes,5,0,0,0,alto,Taxi
Bello,Alpujarra,10.0,Lunes,23,0,0,1,alto,Taxi
Acevedo,Universidad,13.1,Jueves,5,0,0,0,medio,Taxi
Industriales,Prado,16.8,Jueves,1,0,0,1,bajo,Taxi
Parque Berrio,Madera,10.6,Viernes,8,1,0,1,medio,Taxi
Poblado,Madera,18.0,Miercoles,8,1,0,1,alto,Taxi
San Javier,Aguacatala,5.2,Jueves,16,0,0,0,bajo,Bus
Floresta,San Javier,9.6,Sabado,2,0,1,0,alto,Taxi
Aguacatala,Acevedo,5.0,Domingo,20,0,1,1,bajo,Taxi
Aguacatala,Universidad,6.6,Lunes,20,0,0,1,bajo,Taxi
La Estrella,Aguacatala,16.0,Martes,16,0,0,1,medio,Taxi
Poblado,San Antonio,2.5,Jueves,2,0,0,0,medio,Taxi
Poblado,Sabaneta,5.6,Martes,16,0,0,1,bajo,Taxi
Sabaneta,Universidad,15.8,Miercoles,16,0,0,1,alto,Taxi
Floresta,Tricentenario,9.6,Sabado,7,1,1,1,alto,Taxi
Santa Lucia,Acevedo,16.2,Jueves,23,0,0,1,alto,Taxi
Alpujarra,Sabaneta,4.0,Martes,0,0,0,1,bajo,Taxi
Envigado,Cisneros,5.3,Jueves,21,0,0,1,alto,Taxi
Sabaneta,Bello,16.5,Martes,15,0,0,0,bajo,Bus
Sabaneta,Poblado,5.7,Sabado,23,0,1,0,alto,Taxi
Madera,Cisneros,11.3,Viernes,9,0,0,0,medio,Metro
Suramericana,San Javier,9.0,Domingo,4,0,1,1,alto,Taxi
Ayura,Sabaneta,11.6,Domingo,9,0,1,1,alto,Taxi
Prado,La Estrella,16.9,Sabado,4,0,1,1,bajo,Taxi
Acevedo,Ayura,15.0,Jueves,11,1,0,0,bajo,Bus
Prado,Itagui,9.4,Domingo,3,0,1,0,alto,Taxi
Suramericana,Sabaneta,8.8,Lunes,10,0,0,1,bajo,Taxi
Poblado,Ayura,18.9,Miercoles,21,0,0,0,alto,Taxi
Itagui,La Estrella,15.7,Miercoles,18,1,0,1,alto,Taxi
Parque Berrio,San Javier,3.9,Domingo,19,1,1,0,medio,Bus
Niquia,Alpujarra,18.6,Martes,21,0,0,1,bajo,Taxi
Industriales,Alpujarra,10.8,Lunes,2,0,0,1,alto,Taxi
Estadio,Prado,14.1,Domingo,22,0,1,0,bajo,Bus
Alpujarra,Exposiciones,19.4,Sabado,19,1,1,1,alto,Taxi
Sabaneta,Poblado,18.0,Miercoles,12,1,0,1,alto,Taxi
Niquia,San Javier,12.9,Viernes,1,0,0,0,alto,Bus
Niquia,San Javier,18.6,Martes,1,0,0,1,bajo,Taxi
Niquia,La Estrella,7.9,Lunes,23,0,0,1,alto,Taxi
La Estrella,Cisneros,15.9,Viernes,6,1,0,0,medio,Bus
Caribe,Madera,19.2,Viernes,10,0,0,0,bajo,Bus
La Estrella,Exposiciones,15.3,Domingo,13,1,1,0,bajo,Bus
Exposiciones,San Antonio,9.2,Martes,9,0,0,1,alto,Taxi
Caribe,Niquia,3.7,Domingo,11,1,1,1,medio,Taxi
Caribe,Prado,14.5,Lunes,23,0,0,0,medio,Metro
San Antonio,Santa Lucia,15.4,Domingo,16,0,1,1,bajo,Taxi
Envigado,San Antonio,10.3,Domingo,0,0,1,1,bajo,Taxi
La Estrella,San Javier,18.5,Domingo,17,1,1,1,bajo,Taxi
Niquia,Suramericana,11.8,Miercoles,3,0,0,0,bajo,Bus
Estadio,Santa Lucia,6.9,Lunes,10,0,0,0,alto,Bus
Ayura,Floresta,6.9,Viernes,4,0,0,1,medio,Taxi
Santa Lucia,Poblado,19.5,Domingo,5,0,1,0,alto,Taxi
Alpujarra,Poblado,10.7,Miercoles,11,1,0,1,alto,Taxi
Santa Lucia,San Javier,7.2,Sabado,4,0,1,0,alto,Metro
Floresta,Industriales,15.7,Lunes,13,1,0,0,bajo,Bus
Sabaneta,San Javier,6.2,Jueves,14,1,0,1,alto,Taxi
Alpujarra,San Antonio,17.1,Domingo,3,0,1,0,bajo,Bus
San Antonio,Exposiciones,3.0,Domingo,21,0,1,1,alto,Taxi
Prado,Santa Lucia,14.0,Miercoles,8,1,0,1,medio,Taxi
Poblado,San Antonio,12.8,Martes,5,0,0,1,bajo,Taxi
Floresta,Caribe,9.7,Jueves,18,1,0,0,medio,Bus
Exposiciones,Cisneros,12.9,Domingo,10,0,1,0,bajo,Bus
Madera,Bello,4.7,Martes,3,0,0,0,bajo,Metro
Exposiciones,Parque Berrio,13.8,Domingo,10,0,1,0,alto,Bus
San Antonio,La Estrella,9.9,Jueves,20,0,0,1,bajo,Taxi
Envigado,Estadio,12.4,Domingo,1,0,1,1,medio,Taxi
Santa Lucia,Acevedo,1.4,Sabado,1,0,1,0,medio,Bus
Tricentenario,San Javier,18.2,Martes,2,0,0,0,medio,Bus
Aguacatala,Tricentenario,11.1,Viernes,0,0,0,1,bajo,Taxi
San Javier,Madera,15.1,Miercoles,20,0,0,0,bajo,Bus
Santa Lucia,Hospital,9.9,Domingo,23,0,1,0,medio,Metro
Sabaneta,Alpujarra,10.1,Domingo,7,1,1,0,medio,Metro
Universidad,Prado,11.9,Miercoles,13,1,0,1,medio,Taxi
Parque Berrio,Poblado,10.6,Martes,4,0,0,1,bajo,Taxi
Acevedo,Caribe,5.2,Martes,14,1,0,1,bajo,Taxi
San Antonio,Universidad,15.7,Jueves,18,1,0,0,medio,Bus
Sabaneta,Tricentenario,1.4,Lunes,12,1,0,0,medio,Caminando
Suramericana,Bello,4.7,Miercoles,3,0,0,0,medio,Bus
Tricentenario,Santa Lucia,1.2,Miercoles,0,0,0,0,bajo,Caminando
Madera,Acevedo,12.6,Lunes,0,0,0,1,medio,Taxi
Aguacatala,Tricentenario,9.3,Miercoles,19,1,0,1,medio,Taxi
La Estrella,Itagui,14.3,Sabado,9,0,1,0,bajo,Bus
Santa Lucia,Bello,9.0,Viernes,4,0,0,0,bajo,Bus
Ayura,Cisneros,13.1,Domingo,8,1,1,1,alto,Taxi
San Javier,Acevedo,19.4,Viernes,23,0,0,0,bajo,Bus
Caribe,Hospital,4.3,Viernes,12,1,0,1,alto,Taxi
Ayura,Aguacatala,13.8,Sabado,3,0,1,0,medio,Metro
Aguacatala,Bello,3.7,Jueves,20,0,0,1,bajo,Taxi
San Javier,Industriales,14.9,Domingo,3,0,1,1,medio,Taxi
Envigado,Industriales,7.4,Martes,2,0,0,0,bajo,Bus
Madera,Hospital,4.1,Martes,17,1,0,1,bajo,Taxi
Hospital,Universidad,19.1,Domingo,14,1,1,1,medio,Taxi
Universidad,San Antonio,6.3,Sabado,8,1,1,1,medio,Taxi
Niquia,Caribe,16.7,Miercoles,0,0,0,1,alto,Taxi
Parque Berrio,Floresta,4.0,Martes,4,0,0,0,alto,Metro
San Antonio,Suramericana,8.5,Domingo,19,1,1,0,bajo,Bus
San Javier,Industriales,18.0,Martes,20,0,0,0,bajo,Bus
Hospital,Industriales,3.6,Jueves,13,1,0,1,alto,Taxi
Suramericana,Poblado,1.2,Martes,3,0,0,0,bajo,Caminando
Exposiciones,Aguacatala,8.5,Miercoles,11,1,0,0,medio,Metro
Itagui,Estadio,16.3,Viernes,12,1,0,1,bajo,Taxi
Parque Berrio,Universidad,19.9,Miercoles,2,0,0,1,alto,Taxi
Ayura,Alpujarra,16.6,Jueves,23,0,0,1,medio,Taxi
Parque Berrio,Cisneros,18.9,Miercoles,17,1,0,1,bajo,Taxi
San Javier,Poblado,15.2,Viernes,15,0,0,1,medio,Taxi
Industriales,Universidad,9.7,Miercoles,13,1,0,1,medio,Taxi
La Estrella,Sabaneta,2.0,Domingo,1,0,1,1,alto,Taxi
Suramericana,Parque Berrio,1.2,Martes,14,1,0,1,alto,Taxi
Niquia,Parque Berrio,16.7,Lunes,6,1,0,1,bajo,Taxi
Acevedo,Ayura,6.5,Lunes,20,0,0,1,bajo,Taxi
Acevedo,Prado,16.9,Lunes,2,0,0,1,medio,Taxi
Itagui,La Estrella,16.6,Sabado,3,0,1,0,bajo,Bus
Suramericana,Tricentenario,1.7,Viernes,6,1,0,1,alto,Taxi
Industriales,Caribe,16.4,Viernes,4,0,0,1,bajo,Taxi
La Estrella,Bello,2.0,Lunes,7,1,0,1,medio,Taxi
Madera,Prado,11.0,Martes,12,1,0,1,bajo,Taxi
Tricentenario,Bello,3.5,Martes,1,0,0,0,bajo,Bus
Madera,Estadio,12.4,Domingo,4,0,1,1,medio,Taxi
Exposiciones,Floresta,16.7,Domingo,4,0,1,0,bajo,Bus
Alpujarra,Industriales,19.6,Miercoles,15,0,0,1,alto,Taxi
Madera,Poblado,18.1,Sabado,13,1,1,0,bajo,Bus
Prado,Exposiciones,15.0,Sabado,12,1,1,1,medio,Taxi
Bello,Universidad,10.9,Domingo,3,0,1,0,alto,Taxi
Exposiciones,Madera,2.3,Sabado,9,0,1,1,alto,Taxi
Madera,Santa Lucia,17.5,Jueves,14,1,0,1,medio,Taxi
Prado,Cisneros,5.1,Lunes,11,1,0,1,alto,Taxi
Caribe,Industriales,17.3,Lunes,22,0,0,1,alto,Taxi
Sabaneta,Exposiciones,2.3,Jueves,18,1,0,0,alto,Bus
Universidad,Floresta,6.2,Sabado,16,0,1,0,alto,Taxi
Alpujarra,Envigado,5.0,Jueves,5,0,0,0,alto,Bus
Sabaneta,Caribe,3.2,Viernes,7,1,0,1,bajo,Taxi
Aguacatala,Poblado,6.9,Lunes,5,0,0,0,medio,Bus
Parque Berrio,Envigado,2.1,Jueves,15,0,0,0,medio,Taxi
Hospital,Bello,6.9,Domingo,14,1,1,1,bajo,Taxi
Universidad,San Antonio,4.1,Martes,12,1,0,1,medio,Taxi
Prado,Tricentenario,4.2,Jueves,14,1,0,0,bajo,Taxi
Cisneros,La Estrella,18.3,Lunes,0,0,0,0,bajo,Bus
La Estrella,San Antonio,19.2,Lunes,5,0,0,1,alto,Taxi
Universidad,Alpujarra,4.7,Sabado,9,0,1,1,bajo,Taxi
Hospital,Suramericana,1.7,Lunes,5,0,0,0,bajo,Caminando
Industriales,San Javier,16.9,Domingo,7,1,1,1,bajo,Taxi
Itagui,Envigado,18.5,Jueves,16,0,0,0,medio,Taxi
Madera,Caribe,6.1,Viernes,0,0,0,0,bajo,Bus
Alpujarra,Tricentenario,10.7,Jueves,4,0,0,0,bajo,Bus
Envigado,Alpujarra,14.9,Miercoles,1,0,0,0,alto,Taxi
Aguacatala,Exposiciones,3.2,Sabado,14,1,1,1,bajo,Taxi
Universidad,Acevedo,15.7,Martes,15,0,0,0,alto,Bus
La Estrella,Niquia,3.9,Jueves,15,0,0,0,alto,Bus
San Antonio,Parque Berrio,9.8,Jueves,13,1,0,1,medio,Taxi
San Antonio,Bello,18.5,Sabado,20,0,1,1,medio,Taxi
Poblado,Niquia,6.7,Lunes,8,1,0,1,medio,Taxi
Bello,Ayura,6.7,Domingo,13,1,1,0,bajo,Bus
Exposiciones,Acevedo,19.8,Martes,5,0,0,1,bajo,Taxi
Santa Lucia,Tricentenario,17.8,Viernes,4,0,0,0,alto,Taxi
Aguacatala,Santa Lucia,13.9,Domingo,14,1,1,1,bajo,Taxi
Itagui,Estadio,17.5,Lunes,16,0,0,0,bajo,Bus
Tricentenario,Prado,6.7,Viernes,3,0,0,1,alto,Taxi
Floresta,Acevedo,15.1,Martes,23,0,0,1,medio,Taxi
Hospital,San Antonio,8.5,Miercoles,5,0,0,1,medio,Taxi
San Javier,Universidad,11.1,Lunes,13,1,0,1,bajo,Taxi
Parque Berrio,Universidad,5.5,Jueves,8,1,0,1,alto,Taxi
Alpujarra,Prado,18.4,Martes,7,1,0,0,bajo,Bus
Santa Lucia,Estadio,16.6,Martes,15,0,0,0,alto,Bus
Alpujarra,Hospital,7.8,Jueves,2,0,0,1,bajo,Taxi
Poblado,La Estrella,11.5,Lunes,21,0,0,0,alto,Taxi
Suramericana,Universidad,12.0,Miercoles,16,0,0,0,alto,Metro
Floresta,Ayura,6.1,Lunes,1,0,0,0,medio,Taxi
Hospital,Envigado,10.9,Miercoles,1,0,0,1,alto,Taxi
Exposiciones,Floresta,13.2,Sabado,13,1,1,0,bajo,Bus
Floresta,Poblado,19.5,Martes,23,0,0,1,alto,Taxi
Prado,Cisneros,6.7,Lunes,7,1,0,1,bajo,Taxi
Acevedo,Suramericana,19.8,Lunes,16,0,0,1,alto,Taxi
Acevedo,Cisneros,15.0,Sabado,17,1,1,1,bajo,Taxi
Suramericana,Tricentenario,13.2,Jueves,18,1,0,0,bajo,Bus
Santa Lucia,Suramericana,1.2,Martes,20,0,0,1,alto,Taxi
Poblado,Caribe,13.7,Sabado,14,1,1,1,bajo,Taxi
Santa Lucia,Alpujarra,3.2,Lunes,12,1,0,0,alto,Taxi
Prado,Madera,3.2,Martes,1,0,0,1,alto,Taxi
Bello,Sabaneta,16.9,Domingo,17,1,1,1,medio,Taxi
Madera,Ayura,6.6,Miercoles,5,0,0,0,medio,Metro
Universidad,Envigado,7.1,Martes,3,0,0,1,medio,Taxi
San Antonio,Madera,18.6,Domingo,6,1,1,1,bajo,Taxi
Floresta,Bello,18.6,Jueves,20,0,0,0,alto,Bus
Suramericana,Floresta,4.1,Miercoles,8,1,0,1,alto,Taxi
Estadio,Prado,11.3,Viernes,23,0,0,1,alto,Taxi
Madera,Santa Lucia,10.3,Sabado,9,0,1,1,bajo,Taxi
Bello,Niquia,14.2,Jueves,21,0,0,1,alto,Taxi
Suramericana,Universidad,4.6,Lunes,6,1,0,1,medio,Taxi
Prado,La Estrella,13.6,Miercoles,18,1,0,1,alto,Taxi
Exposiciones,San Javier,1.1,Viernes,4,0,0,0,medio,Caminando
Floresta,Caribe,8.3,Lunes,5,0,0,1,medio,Taxi
Santa Lucia,Estadio,2.5,Jueves,15,0,0,1,alto,Taxi
Industriales,Hospital,10.4,Miercoles,7,1,0,0,bajo,Bus
Cisneros,Acevedo,14.9,Miercoles,5,0,0,1,bajo,Taxi
