origen,destino,tipo_transporte,distancia_km,dia_semana,hora,es_hora_pico,es_finde_semana,tiempo_viaje_min,costo,transferencias,fecha,clima
Estadio,San Javier,Cable,9.8,Lunes,4,0,0,32.3,0,0,2025-09-08,Soleado
Exposiciones,Envigado,Taxi,14.3,Lunes,11,1,0,235.0,17928,0,2025-12-22,Tormenta
La Estrella,Santa Lucia,Taxi,4.0,Domingo,17,1,1,21.3,8040,1,2025-02-02,Lluvia
San Antonio,Itagui,Caminando,12.0,Sabado,18,1,1,52.4,0,1,2025-03-08,Tormenta
Niquia,Tricentenario,Bus,14.9,Jueves,14,1,0,37.8,3360,0,2025-08-14,Lluvia
Caribe,Parque Berrio,Metro,2.2,Martes,11,1,0,3.7,3840,1,2025-12-02,Lluvia
Floresta,Santa Lucia,Bus,10.9,Viernes,20,0,0,14.5,2800,1,2025-08-08,Nublado
Ayura,Santa Lucia,Cable,12.4,Domingo,0,0,1,37.4,0,1,2025-01-05,Soleado
Hospital,Industriales,Metro,6.1,Sabado,3,0,1,4.1,3200,0,2025-02-22,Nublado
La Estrella,Santa Lucia,Bus,9.5,Miercoles,16,0,0,14.0,2800,1,2025-02-05,Nublado
Industriales,La Estrella,Cable,3.0,Martes,2,0,0,8.6,0,0,2025-04-22,Tormenta
San Antonio,Cisneros,Bus,4.5,Miercoles,8,1,0,12.4,3360,1,2025-05-07,Soleado
San Javier,Parque Berrio,Bus,11.5,Martes,19,1,0,27.2,3360,0,2025-09-23,Nublado
Aguacatala,Exposiciones,Metro,8.4,Domingo,15,0,1,7.6,3200,0,2025-05-04,Nublado
Exposiciones,Sabaneta,Cable,11.7,Lunes,17,1,0,74.7,0,1,2025-07-07,Soleado
Niquia,Parque Berrio,Bus,8.1,Martes,1,0,0,15.0,2800,0,2025-01-21,Tormenta
Madera,San Javier,Caminando,4.9,Viernes,19,1,0,23.4,0,1,2025-10-03,Nublado
Envigado,San Antonio,Cable,5.3,Martes,20,0,0,18.0,0,1,2025-10-28,Nublado
Madera,Poblado,Metro,5.3,Jueves,19,1,0,9.3,3840,1,2025-08-21,Nublado
Santa Lucia,Niquia,Bus,3.3,Viernes,11,1,0,7.1,3360,1,2025-09-12,Soleado
Estadio,Niquia,Taxi,4.7,Viernes,8,1,0,45.4,8712,0,2025-08-08,Lluvia
Bello,Ayura,Caminando,4.6,Jueves,11,1,0,19.6,0,0,2025-03-27,Nublado
Floresta,Ayura,Metro,1.6,Jueves,0,0,0,1.6,3200,1,2025-01-23,Soleado
Envigado,Cisneros,Cable,6.8,Viernes,10,0,0,26.3,0,1,2025-04-25,Lluvia
Acevedo,Envigado,Metro,14.4,Miercoles,7,1,0,18.0,3840,1,2025-04-02,Lluvia
San Antonio,Madera,Caminando,3.8,Viernes,0,0,0,13.7,0,0,2025-08-22,Tormenta
Alpujarra,Sabaneta,Cable,3.1,Viernes,23,0,0,26.7,0,0,2025-04-11,Soleado
San Antonio,Niquia,Cable,8.4,Sabado,3,0,1,18.0,0,1,2025-06-07,Nublado
Santa Lucia,Prado,Metro,10.8,Jueves,7,1,0,16.0,3840,1,2025-01-23,Soleado
Ayura,Tricentenario,Cable,7.1,Sabado,18,1,1,31.9,0,1,2025-02-08,Lluvia
Suramericana,Exposiciones,Taxi,4.3,Jueves,14,1,0,41.0,8328,0,2025-06-12,Soleado
Tricentenario,Acevedo,Bus,6.7,Martes,14,1,0,17.9,3360,1,2025-08-19,Lluvia
Poblado,Prado,Metro,12.6,Domingo,5,0,1,23.7,3200,0,2025-02-16,Soleado
Santa Lucia,Hospital,Taxi,10.5,Martes,16,0,0,48.8,11900,1,2025-07-22,Tormenta
Poblado,Itagui,Caminando,2.4,Jueves,3,0,0,9.6,0,1,2025-05-08,Nublado
Tricentenario,Hospital,Cable,9.2,Jueves,21,0,0,28.5,0,1,2025-07-10,Soleado
Universidad,San Javier,Cable,2.7,Viernes,2,0,0,11.4,0,0,2025-03-07,Tormenta
Cisneros,Floresta,Cable,10.6,Viernes,0,0,0,31.3,0,1,2025-09-12,Lluvia
Poblado,Tricentenario,Metro,10.1,Martes,19,1,0,15.9,3840,0,2025-11-11,Soleado
Prado,Industriales,Bus,9.8,Domingo,6,1,1,20.6,3360,0,2025-08-03,Lluvia
Aguacatala,Itagui,Cable,6.4,Jueves,18,1,0,28.5,0,1,2025-06-26,Lluvia
Bello,Cisneros,Cable,14.6,Lunes,11,1,0,62.1,0,1,2025-09-29,Soleado
Estadio,Hospital,Caminando,3.5,Viernes,11,1,0,19.2,0,0,2025-07-18,Soleado
Santa Lucia,Floresta,Taxi,8.9,Sabado,18,1,1,41.8,12744,0,2025-10-18,Tormenta
Envigado,Parque Berrio,Bus,1.8,Martes,1,0,0,6.5,2800,0,2025-09-09,Nublado
Suramericana,Tricentenario,Taxi,1.3,Martes,10,0,0,7.1,4540,0,2025-04-01,Lluvia
Madera,Exposiciones,Cable,5.2,Martes,3,0,0,15.0,0,0,2025-10-28,Tormenta
La Estrella,San Antonio,Bus,4.1,Lunes,17,1,0,11.2,3360,0,2025-12-29,Lluvia
Tricentenario,Universidad,Metro,12.9,Viernes,18,1,0,22.9,3840,1,2025-12-26,Lluvia
Suramericana,Sabaneta,Bus,14.1,Lunes,18,1,0,30.7,3360,1,2025-11-24,Lluvia
Caribe,San Javier,Metro,7.3,Lunes,21,0,0,6.8,3200,1,2025-12-29,Lluvia
Suramericana,Acevedo,Metro,11.3,Sabado,12,1,1,15.2,3840,0,2025-01-25,Tormenta
Alpujarra,Itagui,Cable,3.3,Viernes,15,0,0,9.2,0,1,2025-02-21,Lluvia
Prado,Acevedo,Metro,3.3,Miercoles,5,0,0,2.8,3200,0,2025-06-25,Lluvia
Sabaneta,La Estrella,Cable,14.2,Sabado,0,0,1,29.2,0,1,2025-12-27,Soleado
San Antonio,Universidad,Bus,10.2,Martes,22,0,0,16.1,2800,0,2025-07-29,Tormenta
Tricentenario,Bello,Taxi,5.1,Jueves,13,1,0,43.3,9096,1,2025-01-02,Soleado
Universidad,Caribe,Taxi,5.3,Martes,15,0,0,26.5,7740,0,2025-02-11,Soleado
La Estrella,Envigado,Cable,6.2,Sabado,11,1,1,22.2,0,0,2025-04-05,Nublado
Cisneros,Prado,Caminando,2.2,Sabado,4,0,1,5.0,0,0,2025-02-01,Nublado
Envigado,Bello,Cable,9.0,Jueves,13,1,0,41.3,0,0,2025-09-25,Soleado
Ayura,Sabaneta,Caminando,2.7,Lunes,21,0,0,10.6,0,0,2025-10-20,Nublado
Suramericana,Universidad,Bus,14.8,Miercoles,13,1,0,37.7,3360,0,2025-01-22,Lluvia
San Antonio,Estadio,Metro,8.7,Viernes,12,1,0,16.0,3840,0,2025-02-14,Soleado
Suramericana,Santa Lucia,Caminando,2.6,Martes,16,0,0,7.6,0,0,2025-10-28,Soleado
Acevedo,Sabaneta,Metro,13.3,Martes,17,1,0,18.6,3840,0,2025-05-27,Tormenta
Bello,Universidad,Taxi,1.5,Sabado,4,0,1,6.5,4700,1,2025-07-26,Tormenta
Prado,Exposiciones,Metro,4.9,Domingo,9,0,1,3.6,3200,1,2025-06-22,Nublado
Tricentenario,San Antonio,Cable,9.5,Sabado,8,1,1,28.1,0,0,2025-06-14,Tormenta
Floresta,Aguacatala,Caminando,1.9,Viernes,1,0,0,7.3,0,0,2025-07-11,Soleado
Caribe,Hospital,Bus,7.4,Jueves,7,1,0,23.3,3360,1,2025-01-30,Tormenta
Ayura,Exposiciones,Metro,6.2,Lunes,0,0,0,6.8,3200,0,2025-12-15,Lluvia
Alpujarra,Caribe,Taxi,1.4,Viernes,2,0,0,5.8,4620,0,2025-12-19,Nublado
Hospital,San Javier,Bus,10.1,Sabado,6,1,1,18.7,3360,0,2025-12-13,Soleado
Aguacatala,Tricentenario,Bus,4.5,Martes,0,0,0,9.0,2800,0,2025-11-04,Lluvia
Industriales,Exposiciones,Taxi,7.5,Domingo,8,1,1,44.8,11400,0,2025-08-24,Soleado
Niquia,Envigado,Taxi,5.2,Miercoles,20,0,0,22.2,7660,0,2025-10-15,Lluvia
Prado,Parque Berrio,Taxi,13.6,Lunes,4,0,0,81.8,14380,0,2025-04-07,Lluvia
San Javier,Tricentenario,Metro,4.6,Martes,15,0,0,4.6,3200,1,2025-12-02,Nublado
San Antonio,Estadio,Bus,13.7,Jueves,17,1,0,38.9,3360,0,2025-12-18,Nublado
Parque Berrio,Acevedo,Cable,11.2,Viernes,23,0,0,40.3,0,0,2025-03-07,Lluvia
La Estrella,Madera,Bus,6.9,Martes,7,1,0,21.4,3360,0,2025-07-01,Tormenta
Acevedo,Ayura,Metro,7.6,Viernes,18,1,0,10.2,3840,0,2025-11-21,Lluvia
Industriales,Bello,Bus,6.7,Miercoles,6,1,0,18.2,3360,0,2025-03-12,Lluvia
Santa Lucia,Caribe,Metro,5.4,Domingo,10,0,1,3.1,3200,1,2025-09-07,Nublado
Itagui,Suramericana,Bus,9.6,Lunes,2,0,0,17.9,2800,0,2025-09-08,Tormenta
Niquia,Madera,Caminando,14.3,Domingo,23,0,1,41.6,0,0,2025-04-13,Soleado
San Javier,Niquia,Bus,5.4,Sabado,22,0,1,5.4,2800,0,2025-04-26,Soleado
Cisneros,Bello,Taxi,7.1,Jueves,14,1,0,60.9,11016,0,2025-05-29,Tormenta
Alpujarra,Suramericana,Bus,4.2,Miercoles,12,1,0,12.2,3360,0,2025-03-26,Nublado
Acevedo,Exposiciones,Metro,11.8,Sabado,20,0,1,9.2,3200,1,2025-07-12,Soleado
La Estrella,Niquia,Metro,7.2,Sabado,3,0,1,4.3,3200,0,2025-12-20,Nublado
Santa Lucia,San Javier,Metro,10.3,Miercoles,13,1,0,14.4,3840,1,2025-06-04,Soleado
Ayura,Estadio,Caminando,12.0,Domingo,9,0,1,29.4,0,0,2025-03-02,Nublado
Alpujarra,Floresta,Cable,8.7,Domingo,5,0,1,25.5,0,0,2025-06-01,Nublado
Niquia,Bello,Metro,3.1,Miercoles,18,1,0,3.9,3840,0,2025-02-26,Soleado
Prado,San Javier,Bus,7.5,Viernes,9,0,0,10.6,2800,1,2025-08-22,Lluvia
Alpujarra,Cisneros,Taxi,2.3,Jueves,23,0,0,31.9,5340,0,2025-08-07,Nublado
San Antonio,Exposiciones,Cable,6.2,Sabado,8,1,1,21.1,0,0,2025-11-15,Tormenta
Prado,Industriales,Cable,2.6,Lunes,20,0,0,10.0,0,0,2025-08-04,Nublado
Acevedo,Poblado,Caminando,3.5,Viernes,18,1,0,17.3,0,1,2025-09-05,Nublado
Aguacatala,Ayura,Metro,1.9,Miercoles,14,1,0,7.6,3840,0,2025-07-30,Nublado
San Javier,San Antonio,Caminando,7.1,Jueves,22,0,0,27.5,0,0,2025-09-25,Tormenta
Tricentenario,Itagui,Caminando,8.1,Martes,0,0,0,27.9,0,1,2025-01-28,Tormenta
San Antonio,Hospital,Taxi,8.7,Viernes,1,0,0,43.0,10460,1,2025-05-23,Tormenta
Suramericana,Itagui,Cable,5.4,Sabado,15,0,1,16.3,0,1,2025-02-15,Tormenta
Industriales,Bello,Caminando,12.1,Jueves,0,0,0,51.7,0,0,2025-10-09,Nublado
La Estrella,Santa Lucia,Cable,12.4,Martes,11,1,0,75.8,0,0,2025-06-24,Tormenta
Santa Lucia,San Javier,Taxi,11.6,Miercoles,3,0,0,52.8,12780,0,2025-08-20,Lluvia
Envigado,Ayura,Taxi,13.6,Viernes,3,0,0,71.1,14380,0,2025-12-26,Tormenta
Acevedo,Parque Berrio,Caminando,14.0,Viernes,6,1,0,69.8,0,0,2025-04-11,Lluvia
Acevedo,Suramericana,Cable,11.8,Viernes,20,0,0,40.3,0,0,2025-01-24,Nublado
Aguacatala,Niquia,Caminando,12.7,Sabado,17,1,1,46.3,0,0,2025-01-25,Nublado
Santa Lucia,Itagui,Bus,10.2,Viernes,3,0,0,18.8,2800,0,2025-03-07,Tormenta
Sabaneta,Floresta,Bus,14.6,Miercoles,12,1,0,37.5,3360,0,2025-05-21,Lluvia
Cisneros,Santa Lucia,Caminando,3.8,Martes,22,0,0,14.1,0,0,2025-06-10,Nublado
Santa Lucia,La Estrella,Bus,10.9,Lunes,17,1,0,32.2,3360,0,2025-09-15,Tormenta
San Javier,Estadio,Caminando,8.3,Martes,13,1,0,33.7,0,0,2025-05-27,Nublado
Prado,Suramericana,Bus,3.0,Martes,21,0,0,4.2,2800,1,2025-05-27,Soleado
Alpujarra,Aguacatala,Metro,11.4,Miercoles,21,0,0,12.3,3200,0,2025-11-12,Lluvia
Santa Lucia,San Javier,Metro,14.4,Martes,12,1,0,27.8,3840,0,2025-07-15,Soleado
Floresta,Prado,Bus,13.8,Viernes,14,1,0,39.8,3360,0,2025-11-14,Nublado
Estadio,Floresta,Bus,14.8,Sabado,14,1,1,21.7,3360,0,2025-05-31,Soleado
Exposiciones,Bello,Cable,2.8,Viernes,17,1,0,15.3,0,0,2025-05-23,Nublado
Bello,Caribe,Taxi,7.9,Domingo,1,0,1,30.0,9820,0,2025-11-02,Lluvia
Ayura,Hospital,Bus,6.8,Miercoles,2,0,0,12.1,2800,1,2025-09-24,Nublado
San Javier,San Antonio,Taxi,14.3,Viernes,9,0,0,79.3,14940,0,2025-07-04,Soleado
Acevedo,Santa Lucia,Taxi,14.4,Domingo,7,1,1,86.3,18024,0,2025-08-17,Soleado
Exposiciones,Prado,Caminando,8.2,Domingo,0,0,1,20.2,0,1,2025-05-25,Nublado
San Antonio,Envigado,Metro,9.8,Miercoles,5,0,0,8.9,3200,1,2025-02-19,Tormenta
Cisneros,Acevedo,Bus,10.1,Viernes,22,0,0,21.4,2800,1,2025-10-03,Tormenta
Santa Lucia,San Antonio,Metro,3.5,Viernes,2,0,0,3.2,3200,0,2025-02-14,Lluvia
Industriales,Exposiciones,Cable,5.4,Miercoles,12,1,0,26.9,0,1,2025-11-19,Soleado
Estadio,Floresta,Caminando,6.0,Viernes,22,0,0,21.0,0,0,2025-01-24,Soleado
Parque Berrio,Suramericana,Cable,7.6,Martes,12,1,0,40.5,0,0,2025-07-15,Lluvia
La Estrella,Tricentenario,Taxi,14.4,Sabado,23,0,1,40.6,15020,1,2025-12-13,Soleado
Niquia,Sabaneta,Caminando,5.3,Lunes,17,1,0,31.1,0,0,2025-07-21,Tormenta
La Estrella,Ayura,Bus,9.6,Lunes,5,0,0,14.8,2800,0,2025-03-24,Soleado
Estadio,Envigado,Cable,5.1,Jueves,17,1,0,21.3,0,0,2025-11-27,Tormenta
San Antonio,Exposiciones,Bus,2.4,Miercoles,20,0,0,4.4,2800,0,2025-12-10,Tormenta
San Antonio,La Estrella,Taxi,8.9,Lunes,18,1,0,65.6,12744,0,2025-12-22,Soleado
San Antonio,Hospital,Bus,4.9,Miercoles,23,0,0,8.0,2800,0,2025-12-31,Tormenta
Poblado,Aguacatala,Taxi,3.5,Viernes,15,0,0,19.3,6300,0,2025-06-06,Nublado
Envigado,Universidad,Taxi,13.5,Lunes,2,0,0,82.7,14300,0,2025-11-17,Tormenta
Estadio,Itagui,Bus,8.6,Domingo,17,1,1,19.6,3360,0,2025-01-19,Lluvia
Exposiciones,Hospital,Caminando,8.0,Jueves,4,0,0,22.5,0,1,2025-05-29,Nublado
Suramericana,Sabaneta,Bus,3.2,Domingo,4,0,1,4.0,2800,0,2025-09-21,Nublado
Floresta,Estadio,Cable,11.7,Jueves,1,0,0,35.7,0,1,2025-07-03,Nublado
Ayura,Cisneros,Taxi,13.3,Viernes,15,0,0,54.5,14140,1,2025-07-18,Lluvia
Cisneros,Floresta,Taxi,6.3,Viernes,17,1,0,46.7,10248,0,2025-10-24,Soleado
Ayura,Prado,Cable,5.9,Viernes,16,0,0,24.3,0,0,2025-04-25,Soleado
Ayura,Tricentenario,Cable,8.2,Miercoles,7,1,0,38.6,0,1,2025-03-26,Soleado
San Javier,Hospital,Cable,7.7,Jueves,23,0,0,26.7,0,1,2025-06-19,Tormenta
Niquia,Prado,Metro,2.9,Viernes,18,1,0,4.6,3840,1,2025-03-07,Nublado
Prado,Caribe,Caminando,13.3,Domingo,19,1,1,54.2,0,0,2025-07-27,Nublado
Poblado,La Estrella,Cable,12.6,Jueves,5,0,0,46.2,0,0,2025-09-04,Nublado
Sabaneta,Santa Lucia,Caminando,13.9,Viernes,5,0,0,50.9,0,0,2025-05-16,Nublado
Acevedo,Niquia,Bus,12.6,Jueves,16,0,0,23.2,2800,0,2025-09-25,Soleado
Suramericana,Envigado,Caminando,10.2,Domingo,2,0,1,29.8,0,1,2025-03-02,Tormenta
Ayura,Industriales,Taxi,4.2,Jueves,22,0,0,25.2,6860,0,2025-01-23,Soleado
Industriales,Tricentenario,Taxi,5.0,Martes,7,1,0,46.4,9000,1,2025-09-02,Soleado
Itagui,Ayura,Metro,10.2,Miercoles,0,0,0,11.7,3200,0,2025-09-24,Nublado
Industriales,San Javier,Caminando,8.9,Sabado,8,1,1,34.5,0,0,2025-05-10,Nublado
Industriales,Itagui,Caminando,8.8,Viernes,5,0,0,30.6,0,0,2025-09-05,Tormenta
Floresta,Tricentenario,Metro,2.4,Lunes,14,1,0,3.8,3840,0,2025-04-28,Soleado
Caribe,Industriales,Metro,14.0,Domingo,4,0,1,10.0,3200,1,2025-02-16,Soleado
Sabaneta,Bello,Cable,11.0,Viernes,19,1,0,60.4,0,0,2025-07-25,Tormenta
Poblado,Niquia,Bus,3.7,Miercoles,16,0,0,7.4,2800,0,2025-12-03,Nublado
San Javier,Bello,Taxi,14.7,Sabado,20,0,1,43.4,15260,0,2025-05-03,Tormenta
Exposiciones,Sabaneta,Bus,13.9,Martes,0,0,0,24.9,2800,0,2025-09-23,Lluvia
Alpujarra,Prado,Bus,14.0,Viernes,6,1,0,38.1,3360,0,2025-11-07,Soleado
Envigado,Madera,Caminando,12.2,Sabado,10,0,1,36.4,0,0,2025-05-31,Lluvia
Santa Lucia,Poblado,Cable,11.6,Jueves,15,0,0,49.5,0,0,2025-10-16,Soleado
Aguacatala,Acevedo,Taxi,10.5,Martes,12,1,0,72.1,14280,0,2025-02-04,Soleado
Santa Lucia,Prado,Bus,10.4,Miercoles,2,0,0,21.0,2800,0,2025-05-28,Tormenta
San Antonio,Exposiciones,Bus,14.3,Martes,8,1,0,40.8,3360,0,2025-10-21,Nublado
Hospital,Estadio,Bus,3.8,Viernes,6,1,0,8.8,3360,1,2025-05-16,Soleado
Acevedo,Madera,Cable,12.9,Martes,0,0,0,42.4,0,0,2025-11-11,Lluvia
Aguacatala,Caribe,Caminando,11.5,Sabado,12,1,1,34.8,0,0,2025-05-24,Soleado
Ayura,Alpujarra,Cable,14.7,Jueves,5,0,0,56.3,0,0,2025-12-18,Soleado
San Javier,Universidad,Cable,6.1,Sabado,3,0,1,17.5,0,1,2025-10-25,Lluvia
Aguacatala,La Estrella,Taxi,6.9,Lunes,5,0,0,34.8,9020,0,2025-07-07,Tormenta
Prado,Aguacatala,Bus,12.4,Lunes,4,0,0,24.0,2800,0,2025-10-20,Tormenta
Universidad,Tricentenario,Bus,6.9,Domingo,0,0,1,7.0,2800,0,2025-08-31,Lluvia
Suramericana,Aguacatala,Taxi,6.6,Viernes,17,1,0,56.7,10536,0,2025-05-09,Tormenta
Cisneros,La Estrella,Metro,4.6,Martes,23,0,0,4.5,3200,0,2025-08-19,Lluvia
Niquia,Poblado,Metro,9.1,Domingo,21,0,1,7.2,3200,0,2025-06-29,Lluvia
Alpujarra,San Antonio,Caminando,13.5,Domingo,23,0,1,31.2,0,0,2025-09-07,Nublado
Caribe,San Javier,Taxi,12.9,Lunes,20,0,0,53.9,13820,1,2025-08-04,Lluvia
La Estrella,Parque Berrio,Taxi,4.8,Jueves,20,0,0,24.5,7340,0,2025-11-06,Tormenta
Industriales,Caribe,Bus,10.3,Domingo,4,0,1,15.3,2800,1,2025-01-12,Nublado
Exposiciones,Acevedo,Metro,1.4,Domingo,15,0,1,1.0,3200,1,2025-02-02,Lluvia
Sabaneta,Tricentenario,Metro,4.2,Martes,12,1,0,7.4,3840,1,2025-12-02,Nublado
Niquia,Madera,Taxi,14.6,Lunes,15,0,0,78.1,15180,0,2025-06-16,Nublado
Itagui,La Estrella,Cable,8.3,Jueves,23,0,0,31.0,0,0,2025-11-20,Nublado
Suramericana,Madera,Cable,4.6,Sabado,11,1,1,35.5,0,0,2025-06-07,Lluvia
Parque Berrio,Ayura,Caminando,14.3,Domingo,22,0,1,66.9,0,1,2025-01-05,Nublado
Suramericana,Niquia,Caminando,13.4,Viernes,6,1,0,68.2,0,0,2025-07-11,Tormenta
Cisneros,Exposiciones,Bus,9.8,Jueves,2,0,0,17.3,2800,0,2025-05-15,Lluvia
Parque Berrio,San Javier,Caminando,12.9,Domingo,13,1,1,40.2,0,0,2025-05-18,Tormenta
Prado,Floresta,Caminando,1.3,Martes,6,1,0,5.4,0,1,2025-09-09,Soleado
Parque Berrio,Prado,Bus,4.3,Miercoles,23,0,0,6.3,2800,0,2025-08-13,Lluvia
Suramericana,Cisneros,Cable,5.6,Jueves,14,1,0,34.2,0,1,2025-07-10,Tormenta
Madera,Itagui,Cable,12.4,Jueves,6,1,0,75.3,0,0,2025-04-03,Nublado
Exposiciones,Suramericana,Cable,3.8,Miercoles,23,0,0,14.8,0,0,2025-05-07,Nublado
Aguacatala,Exposiciones,Taxi,11.4,Domingo,5,0,1,42.9,12620,0,2025-06-15,Lluvia
Universidad,Exposiciones,Metro,4.3,Lunes,6,1,0,15.1,3840,0,2025-12-08,Tormenta
Suramericana,Hospital,Metro,10.6,Miercoles,18,1,0,14.0,3840,1,2025-01-22,Tormenta
Madera,Santa Lucia,Caminando,1.8,Lunes,20,0,0,6.7,0,0,2025-06-23,Nublado
Aguacatala,Hospital,Taxi,12.3,Lunes,20,0,0,62.7,13340,0,2025-10-13,Lluvia
Floresta,Tricentenario,Taxi,8.8,Martes,15,0,0,47.1,10540,0,2025-01-21,Lluvia
San Antonio,Estadio,Cable,2.0,Miercoles,19,1,0,8.8,0,1,2025-05-21,Lluvia
Poblado,Niquia,Caminando,13.4,Lunes,23,0,0,49.6,0,0,2025-07-14,Lluvia
Floresta,Madera,Caminando,11.7,Viernes,6,1,0,51.3,0,0,2025-07-18,Lluvia
Acevedo,Tricentenario,Caminando,12.7,Jueves,2,0,0,36.6,0,1,2025-12-04,Tormenta
Universidad,Acevedo,Metro,10.2,Lunes,20,0,0,10.8,3200,1,2025-10-20,Lluvia
Hospital,La Estrella,Metro,14.0,Martes,6,1,0,25.5,3840,0,2025-01-07,Lluvia
Envigado,Estadio,Cable,12.5,Martes,22,0,0,61.0,0,0,2025-07-08,Nublado
Ayura,Acevedo,Metro,3.7,Martes,17,1,0,5.9,3840,0,2025-04-29,Nublado
Envigado,Estadio,Caminando,11.7,Viernes,23,0,0,42.4,0,0,2025-08-01,Tormenta
Acevedo,Universidad,Bus,10.2,Jueves,12,1,0,27.2,3360,0,2025-10-09,Lluvia
Envigado,San Antonio,Taxi,12.6,Jueves,20,0,0,60.6,13580,0,2025-07-31,Tormenta
Estadio,Envigado,Taxi,14.4,Viernes,14,1,0,154.2,18024,1,2025-07-04,Nublado
Parque Berrio,Niquia,Taxi,1.3,Jueves,6,1,0,11.8,5448,1,2025-04-24,Nublado
Acevedo,Bello,Cable,4.7,Miercoles,4,0,0,19.5,0,1,2025-07-02,Lluvia
Madera,Sabaneta,Cable,11.1,Domingo,6,1,1,46.5,0,0,2025-10-19,Soleado
Sabaneta,San Javier,Taxi,2.1,Lunes,23,0,0,8.7,5180,0,2025-01-20,Tormenta
Industriales,Acevedo,Bus,9.9,Lunes,19,1,0,27.6,3360,0,2025-12-01,Lluvia
Envigado,Sabaneta,Bus,3.1,Martes,16,0,0,5.9,2800,0,2025-06-17,Soleado
Hospital,Poblado,Taxi,5.7,Lunes,4,0,0,29.6,8060,0,2025-07-21,Lluvia
Madera,Industriales,Caminando,11.7,Lunes,22,0,0,40.6,0,0,2025-08-11,Nublado
Envigado,La Estrella,Caminando,4.7,Miercoles,7,1,0,23.9,0,0,2025-05-07,Soleado
San Javier,Industriales,Cable,5.5,Lunes,11,1,0,54.4,0,0,2025-07-07,Tormenta
Sabaneta,Tricentenario,Cable,10.6,Jueves,7,1,0,46.5,0,1,2025-01-23,Soleado
Hospital,La Estrella,Bus,10.7,Miercoles,0,0,0,15.3,2800,1,2025-05-28,Nublado
Floresta,Envigado,Bus,8.7,Martes,17,1,0,24.2,3360,0,2025-04-15,Soleado
Exposiciones,Sabaneta,Caminando,1.8,Jueves,8,1,0,8.1,0,1,2025-01-23,Tormenta
La Estrella,Niquia,Metro,10.3,Viernes,21,0,0,12.9,3200,1,2025-07-18,Lluvia
La Estrella,Exposiciones,Bus,13.7,Lunes,16,0,0,23.8,2800,1,2025-07-14,Nublado
Ayura,Poblado,Caminando,4.5,Miercoles,0,0,0,16.0,0,0,2025-12-31,Nublado
Niquia,Exposiciones,Taxi,4.3,Martes,20,0,0,27.7,6940,0,2025-07-01,Lluvia
Exposiciones,Niquia,Caminando,5.8,Sabado,7,1,1,20.2,0,0,2025-05-24,Nublado
Industriales,Hospital,Caminando,13.7,Jueves,13,1,0,66.1,0,1,2025-03-20,Nublado
Itagui,Envigado,Bus,7.0,Miercoles,9,0,0,14.6,2800,0,2025-03-12,Nublado
San Antonio,Madera,Caminando,3.6,Martes,23,0,0,14.6,0,1,2025-09-30,Lluvia
Industriales,Poblado,Taxi,3.1,Viernes,23,0,0,13.9,5980,1,2025-08-15,Lluvia
Sabaneta,Itagui,Caminando,4.2,Martes,19,1,0,17.1,0,0,2025-04-29,Nublado
Ayura,La Estrella,Cable,3.6,Miercoles,20,0,0,11.9,0,1,2025-12-31,Nublado
Bello,Poblado,Metro,11.4,Lunes,13,1,0,22.1,3840,1,2025-05-19,Tormenta
Sabaneta,Aguacatala,Taxi,6.7,Sabado,7,1,1,28.9,10632,0,2025-08-23,Lluvia
Exposiciones,La Estrella,Caminando,8.3,Sabado,17,1,1,29.8,0,1,2025-11-01,Nublado
Ayura,Itagui,Cable,8.2,Martes,17,1,0,81.9,0,0,2025-01-21,Lluvia
Estadio,Parque Berrio,Cable,9.6,Jueves,13,1,0,39.7,0,1,2025-03-27,Tormenta
Madera,Estadio,Caminando,6.5,Jueves,5,0,0,40.7,0,0,2025-02-27,Nublado
Poblado,Madera,Taxi,11.1,Domingo,22,0,1,33.5,12380,0,2025-06-15,Lluvia
Madera,Envigado,Cable,6.3,Viernes,19,1,0,31.2,0,0,2025-09-19,Nublado
Caribe,Tricentenario,Bus,5.3,Miercoles,1,0,0,10.3,2800,1,2025-12-31,Nublado
Acevedo,Caribe,Bus,1.2,Jueves,19,1,0,3.1,3360,0,2025-01-02,Tormenta
Hospital,Universidad,Caminando,6.7,Jueves,15,0,0,18.8,0,1,2025-12-04,Lluvia
Sabaneta,San Javier,Caminando,3.1,Jueves,1,0,0,27.4,0,0,2025-04-17,Lluvia
San Antonio,Madera,Metro,3.3,Martes,13,1,0,4.7,3840,0,2025-02-25,Nublado
Poblado,Estadio,Caminando,11.8,Viernes,1,0,0,37.8,0,0,2025-07-04,Tormenta
Cisneros,Envigado,Metro,2.7,Viernes,15,0,0,3.3,3200,0,2025-05-30,Nublado
Santa Lucia,Universidad,Caminando,7.8,Jueves,3,0,0,29.8,0,0,2025-01-30,Lluvia
Industriales,La Estrella,Taxi,14.0,Martes,16,0,0,77.5,14700,0,2025-05-13,Tormenta
Aguacatala,Cisneros,Bus,14.7,Domingo,7,1,1,43.8,3360,1,2025-11-09,Nublado
Suramericana,Sabaneta,Cable,5.9,Jueves,1,0,0,23.7,0,0,2025-07-31,Lluvia
Prado,Cisneros,Metro,11.7,Sabado,9,0,1,7.0,3200,0,2025-06-07,Soleado
