perfil,viajes_mes,presupuesto,pref_horario,origen_frecuente,destino_frecuente,usa_metro,usa_taxi,distancia_promedio,tolerancia_transbordos,usa_horario_pico,eventos_mes
Frecuente,23,bajo,Hora Pico,Caribe,Bello,1,0,6.7,2,1,3
Premium,8,alto,Flexible,Industriales,Prado,0,1,10.0,3,0,0
Premium,9,alto,Flexible,Niquia,Floresta,0,1,12.4,1,1,2
Frecuente,37,bajo,Hora Pico,Aguacatala,Bello,1,0,11.5,1,1,1
Frecuente,51,bajo,Fuera de Hora Pico,San Javier,Prado,1,0,5.5,0,0,0
Premium,20,alto,Flexible,Santa Lucia,Cisneros,1,1,10.7,3,0,3
Premium,21,alto,Flexible,Industriales,Envigado,0,1,5.0,1,0,5
Frecuente,59,bajo,Fuera de Hora Pico,Sabaneta,Industriales,1,0,9.6,2,1,1
Ocasional,7,bajo,Tarde,La Estrella,Bello,0,0,8.0,0,1,1
Frecuente,37,bajo,Hora Pico,Poblado,Suramericana,1,0,10.9,3,0,5
Frecuente,44,bajo,Hora Pico,Cisneros,Itagui,1,0,4.5,1,1,5
Ocasional,2,bajo,Mañana,Prado,Parque Berrio,0,0,14.1,3,1,5
Ocasional,3,bajo,Noche,Cisneros,Ayura,0,0,6.4,2,1,4
Turista,5,medio,Tarde,Alpujarra,Parque Berrio,1,0,8.6,1,1,0
Premium,20,alto,Flexible,Tricentenario,Santa Lucia,1,1,4.3,2,1,4
Ocasional,5,bajo,Tarde,Acevedo,San Antonio,1,0,6.6,2,1,5
Turista,7,medio,Tarde,Ayura,Madera,1,0,12.6,2,0,2
Turista,7,medio,Tarde,Exposiciones,San Antonio,1,0,13.4,1,1,4
Frecuente,25,bajo,Fuera de Hora Pico,Envigado,Parque Berrio,1,0,4.9,1,1,1
Frecuente,47,bajo,Fuera de Hora Pico,San Antonio,Prado,1,0,9.3,1,1,7
Frecuente,48,bajo,Hora Pico,Alpujarra,Prado,1,0,13.0,1,0,2
Premium,5,alto,Flexible,Prado,Suramericana,0,1,4.2,2,1,2
Frecuente,49,bajo,Hora Pico,Bello,Aguacatala,1,0,6.6,0,1,5
Frecuente,50,bajo,Hora Pico,San Javier,Bello,1,0,13.3,1,0,8
Turista,10,medio,Tarde,Universidad,Prado,1,0,14.5,1,0,0
Premium,21,alto,Flexible,Alpujarra,Exposiciones,1,1,11.2,1,1,3
Frecuente,25,bajo,Fuera de Hora Pico,Suramericana,Estadio,1,0,12.2,0,1,8
Premium,21,alto,Flexible,Acevedo,Cisneros,0,1,14.5,2,0,1
Turista,14,medio,Tarde,Envigado,Hospital,1,0,6.4,0,1,3
Frecuente,57,bajo,Fuera de Hora Pico,San Antonio,Universidad,1,0,12.7,1,0,7
Ocasional,8,bajo,Mañana,Prado,Bello,0,0,12.9,1,0,2
Premium,11,alto,Flexible,Sabaneta,San Javier,0,1,4.0,3,0,6
Frecuente,34,bajo,Hora Pico,Parque Berrio,San Javier,1,0,5.7,3,1,2
Premium,13,alto,Flexible,Cisneros,Itagui,0,1,11.8,3,0,2
Ocasional,3,bajo,Tarde,Sabaneta,Cisneros,1,0,9.5,3,1,1
Ocasional,3,bajo,Tarde,Itagui,Ayura,0,0,13.0,1,1,2
Premium,14,alto,Flexible,Bello,Aguacatala,0,1,7.6,0,1,8
Frecuente,25,bajo,Hora Pico,Estadio,Itagui,1,0,8.6,2,0,6
Premium,6,alto,Flexible,Bello,Exposiciones,0,1,6.3,0,1,7
Turista,9,medio,Tarde,Bello,Tricentenario,1,0,11.0,1,0,6
Frecuente,41,bajo,Fuera de Hora Pico,Alpujarra,Madera,1,0,3.3,0,0,6
Turista,15,medio,Tarde,Envigado,Alpujarra,1,0,8.7,2,0,7
Frecuente,55,bajo,Fuera de Hora Pico,Suramericana,Poblado,1,0,14.7,0,1,8
Premium,16,alto,Flexible,Hospital,Bello,1,1,14.1,0,0,1
Frecuente,32,bajo,Fuera de Hora Pico,Universidad,Ayura,1,0,14.7,2,1,1
Frecuente,58,bajo,Hora Pico,Floresta,Universidad,1,0,14.5,0,0,6
Frecuente,34,bajo,Fuera de Hora Pico,Niquia,Exposiciones,1,0,3.4,3,1,8
Frecuente,42,bajo,Hora Pico,Tricentenario,Sabaneta,1,0,4.9,2,1,6
Premium,13,alto,Flexible,Hospital,Cisneros,1,1,3.9,0,0,5
Ocasional,4,bajo,Tarde,Hospital,Exposiciones,1,0,15.0,2,0,3
Turista,5,medio,Tarde,Prado,Poblado,1,0,8.1,3,1,2
Frecuente,46,bajo,Fuera de Hora Pico,Exposiciones,Madera,1,0,8.9,3,1,4
Premium,15,alto,Flexible,Parque Berrio,Estadio,0,1,12.1,0,1,6
Premium,9,alto,Flexible,Sabaneta,Poblado,1,1,9.4,3,0,7
Ocasional,7,bajo,Mañana,Parque Berrio,Suramericana,0,0,12.6,3,1,3
Ocasional,2,bajo,Tarde,Acevedo,Exposiciones,0,0,7.6,2,0,5
Frecuente,25,bajo,Hora Pico,Estadio,Floresta,1,0,10.7,2,0,2
Premium,5,alto,Flexible,Niquia,Santa Lucia,1,1,11.9,1,1,7
Ocasional,7,bajo,Noche,Ayura,Cisneros,0,0,9.1,2,1,5
Premium,21,alto,Flexible,Prado,Alpujarra,1,1,6.2,3,1,7
Turista,7,medio,Tarde,Tricentenario,Exposiciones,1,0,11.8,1,1,0
Premium,11,alto,Flexible,Suramericana,Aguacatala,0,1,6.9,2,1,7
Premium,6,alto,Flexible,Suramericana,Aguacatala,1,1,14.1,2,0,8
Ocasional,6,bajo,Noche,Envigado,Exposiciones,0,0,14.6,2,1,1
Frecuente,30,bajo,Fuera de Hora Pico,Industriales,Ayura,1,0,3.9,1,1,2
Frecuente,48,bajo,Hora Pico,Niquia,Bello,1,0,11.7,2,1,6
Frecuente,40,bajo,Hora Pico,Suramericana,Estadio,1,0,9.7,3,1,0
Premium,11,alto,Flexible,Itagui,Floresta,0,1,5.9,0,0,0
Ocasional,5,bajo,Tarde,Prado,Cisneros,1,0,14.6,3,0,4
Ocasional,1,bajo,Mañana,Aguacatala,San Antonio,1,0,9.4,0,1,3
Frecuente,53,bajo,Fuera de Hora Pico,Bello,Acevedo,1,0,14.5,3,0,3
Ocasional,4,bajo,Noche,Niquia,La Estrella,1,0,8.5,2,1,7
Ocasional,8,bajo,Tarde,Aguacatala,Universidad,0,0,14.7,0,1,2
Turista,8,medio,Tarde,Sabaneta,Caribe,1,0,8.9,3,1,1
Ocasional,1,bajo,Tarde,Aguacatala,Parque Berrio,1,0,3.6,3,0,8
Frecuente,28,bajo,Fuera de Hora Pico,La Estrella,Santa Lucia,1,0,11.3,3,1,1
Ocasional,7,bajo,Mañana,Ayura,San Antonio,0,0,12.4,3,0,7
Ocasional,1,bajo,Mañana,Tricentenario,Suramericana,0,0,4.7,0,0,6
Frecuente,59,bajo,Hora Pico,San Antonio,Acevedo,1,0,13.1,0,0,1
Ocasional,7,bajo,Noche,Suramericana,Prado,0,0,11.7,0,0,6
Turista,9,medio,Tarde,Sabaneta,Ayura,1,0,13.8,0,0,1
Premium,24,alto,Flexible,Madera,Cisneros,0,1,12.6,3,0,2
Frecuente,29,bajo,Fuera de Hora Pico,Acevedo,Sabaneta,1,0,7.6,1,1,5
Turista,4,medio,Tarde,Industriales,Aguacatala,1,0,4.8,0,1,7
Ocasional,3,bajo,Tarde,Parque Berrio,Cisneros,1,0,12.8,3,1,0
Frecuente,37,bajo,Hora Pico,Santa Lucia,Madera,1,0,13.1,1,1,4
Ocasional,6,bajo,Noche,Alpujarra,La Estrella,1,0,13.0,2,0,2
Premium,9,alto,Flexible,Industriales,Universidad,0,1,5.9,2,0,1
Turista,13,medio,Tarde,San Antonio,Parque Berrio,1,0,9.0,3,1,3
Frecuente,20,bajo,Hora Pico,Niquia,Industriales,1,0,4.1,1,1,2
Ocasional,4,bajo,Mañana,Poblado,Industriales,1,0,13.0,3,0,8
Frecuente,31,bajo,Fuera de Hora Pico,Envigado,Niquia,1,0,9.0,1,1,0
Premium,24,alto,Flexible,Bello,Floresta,0,1,9.9,3,1,7
Turista,5,medio,Tarde,Itagui,Exposiciones,1,0,3.4,1,1,6
Premium,24,alto,Flexible,Prado,Cisneros,0,1,11.6,0,1,4
Premium,13,alto,Flexible,Floresta,Parque Berrio,1,1,13.9,2,1,1
Frecuente,60,bajo,Fuera de Hora Pico,Acevedo,Exposiciones,1,0,5.4,1,1,3
Frecuente,53,bajo,Fuera de Hora Pico,Estadio,Universidad,1,0,4.8,1,1,6
Turista,8,medio,Tarde,Prado,Suramericana,1,0,11.8,2,0,4
Premium,18,alto,Flexible,La Estrella,Prado,1,1,10.8,1,1,0
Ocasional,3,bajo,Noche,Parque Berrio,Hospital,0,0,7.6,2,1,4
Premium,11,alto,Flexible,Tricentenario,Prado,0,1,6.7,2,1,3
Premium,17,alto,Flexible,Tricentenario,Suramericana,0,1,12.1,3,1,7
Premium,14,alto,Flexible,Suramericana,Hospital,0,1,13.1,0,0,3
Turista,13,medio,Tarde,Exposiciones,Madera,1,0,12.5,0,1,7
Turista,3,medio,Tarde,Acevedo,San Antonio,1,0,13.5,0,1,5
Ocasional,7,bajo,Mañana,Madera,Exposiciones,0,0,5.9,2,0,1
Ocasional,6,bajo,Noche,Floresta,Exposiciones,1,0,7.1,0,1,7
Premium,5,alto,Flexible,Cisneros,Floresta,1,1,10.3,1,0,5
Ocasional,1,bajo,Noche,Bello,Niquia,0,0,10.7,2,0,0
Ocasional,3,bajo,Tarde,Hospital,Tricentenario,1,0,12.0,3,1,4
Frecuente,48,bajo,Fuera de Hora Pico,La Estrella,Universidad,1,0,9.6,1,1,3
Frecuente,45,bajo,Fuera de Hora Pico,Industriales,Estadio,1,0,5.7,0,0,3
Ocasional,1,bajo,Tarde,Hospital,La Estrella,1,0,9.0,3,1,4
Ocasional,5,bajo,Mañana,Floresta,Parque Berrio,1,0,4.6,1,0,6
Premium,17,alto,Flexible,Universidad,Envigado,1,1,11.8,0,1,4
Frecuente,54,bajo,Fuera de Hora Pico,Parque Berrio,Bello,1,0,7.3,2,1,4
Frecuente,55,bajo,Fuera de Hora Pico,Aguacatala,San Antonio,1,0,4.6,3,1,2
Premium,15,alto,Flexible,Caribe,Cisneros,0,1,6.5,2,1,0
Premium,9,alto,Flexible,Niquia,Tricentenario,0,1,6.6,3,0,7
Turista,11,medio,Tarde,San Antonio,Cisneros,1,0,6.4,1,1,0
Premium,19,alto,Flexible,Tricentenario,Estadio,1,1,8.2,1,1,3
Frecuente,56,bajo,Fuera de Hora Pico,Suramericana,Hospital,1,0,14.1,0,0,2
Premium,16,alto,Flexible,San Javier,Caribe,1,1,13.4,2,1,3
Turista,10,medio,Tarde,San Javier,Estadio,1,0,5.6,1,1,2
Premium,16,alto,Flexible,Acevedo,Prado,0,1,15.0,0,0,5
Ocasional,8,bajo,Mañana,Alpujarra,Itagui,0,0,5.4,1,1,2
Ocasional,6,bajo,Mañana,Industriales,Sabaneta,1,0,6.7,1,1,8
Turista,4,medio,Tarde,Poblado,Madera,1,0,5.8,1,1,8
Ocasional,1,bajo,Tarde,Envigado,Suramericana,1,0,12.3,1,1,2
Turista,6,medio,Tarde,Sabaneta,Industriales,1,0,12.4,1,1,3
Ocasional,7,bajo,Mañana,Niquia,San Javier,0,0,10.2,1,1,6
Turista,11,medio,Tarde,Parque Berrio,Tricentenario,1,0,11.0,3,1,1
Premium,12,alto,Flexible,Suramericana,Tricentenario,1,1,3.6,3,1,5
Ocasional,7,bajo,Tarde,San Javier,La Estrella,0,0,4.5,2,1,6
Premium,23,alto,Flexible,Madera,Poblado,1,1,6.4,1,0,1
Ocasional,6,bajo,Tarde,Parque Berrio,Niquia,1,0,5.0,1,0,0
Turista,14,medio,Tarde,Santa Lucia,San Javier,1,0,12.4,1,1,6
Frecuente,30,bajo,Hora Pico,San Javier,Alpujarra,1,0,11.9,2,1,2
Ocasional,7,bajo,Tarde,Madera,Hospital,1,0,11.3,0,1,3
Turista,4,medio,Tarde,La Estrella,Santa Lucia,1,0,6.5,2,1,4
Premium,11,alto,Flexible,Poblado,San Javier,0,1,6.5,2,1,7
Turista,10,medio,Tarde,Parque Berrio,Acevedo,1,0,10.8,2,1,5
Ocasional,4,bajo,Mañana,Hospital,Universidad,1,0,12.1,2,0,3
Turista,6,medio,Tarde,Bello,Alpujarra,1,0,8.5,2,1,8
Turista,9,medio,Tarde,Bello,Aguacatala,1,0,15.0,1,1,5
Ocasional,8,bajo,Noche,Industriales,Poblado,1,0,3.5,3,1,5
Ocasional,6,bajo,Noche,Industriales,Madera,0,0,14.4,3,1,6
Premium,16,alto,Flexible,Exposiciones,Suramericana,0,1,14.7,3,0,1
Premium,7,alto,Flexible,Niquia,Santa Lucia,1,1,12.0,2,0,6
Premium,21,alto,Flexible,Itagui,Cisneros,1,1,12.3,0,0,1
Frecuente,20,bajo,Fuera de Hora Pico,Acevedo,Industriales,1,0,10.6,0,1,2
Turista,4,medio,Tarde,Itagui,Acevedo,1,0,9.1,1,1,1
Turista,12,medio,Tarde,Tricentenario,Acevedo,1,0,8.0,0,0,8
Ocasional,8,bajo,Noche,Poblado,Industriales,1,0,11.9,0,1,8
Turista,14,medio,Tarde,Poblado,Santa Lucia,1,0,13.1,1,0,2
Premium,24,alto,Flexible,Tricentenario,Santa Lucia,1,1,9.2,1,0,1
Turista,9,medio,Tarde,San Antonio,Cisneros,1,0,12.0,3,1,3
Ocasional,4,bajo,Mañana,Parque Berrio,Sabaneta,1,0,6.0,1,1,7
Turista,15,medio,Tarde,Caribe,Cisneros,1,0,12.6,2,1,7
Turista,13,medio,Tarde,Alpujarra,Madera,1,0,4.1,1,1,6
Premium,8,alto,Flexible,Sabaneta,Acevedo,0,1,8.5,3,0,5
Premium,22,alto,Flexible,Caribe,Itagui,1,1,4.1,1,0,3
Premium,5,alto,Flexible,Parque Berrio,Industriales,0,1,3.1,3,1,6
Turista,8,medio,Tarde,Poblado,Parque Berrio,1,0,10.7,2,1,5
Premium,13,alto,Flexible,Ayura,Aguacatala,0,1,5.6,1,0,2
Premium,15,alto,Flexible,Prado,Bello,1,1,13.8,2,0,1
