estacion,dia_semana,hora,es_hora_pico,es_finde_semana,afluencia_1,afluencia_2,afluencia_3,afluencia_4,afluencia_promedio,capacidad_estacion,porcentaje_ocupacion,tiempo_espera_min,nivel_congestion,clima,evento_especial
Parque Berrio,Domingo,19,1,1,3398,5391,3445,4473,4176.8,5000,83.5,3.5,Alto,Lluvia,1
Ayura,Sabado,1,0,1,181,216,459,340,299.0,5000,6.0,14.0,Bajo,Tormenta,0
Prado,Domingo,9,0,1,448,1215,758,1439,965.0,5000,19.3,9.5,Bajo,Nublado,1
Parque Berrio,Lunes,7,1,0,3100,2562,1019,1060,1935.2,5000,38.7,4.9,Bajo,Nublado,0
Madera,Viernes,12,1,0,910,1465,3027,1734,1784.0,5000,35.7,3.0,Bajo,Tormenta,1
Aguacatala,Jueves,2,0,0,147,316,297,260,255.0,5000,5.1,13.3,Bajo,Lluvia,0
Caribe,Jueves,14,1,0,2533,2469,1274,1341,1904.2,5000,38.1,22.3,Bajo,Nublado,0
Hospital,Lunes,21,0,0,868,1887,1250,1263,1317.0,5000,26.3,9.0,Bajo,Soleado,1
Floresta,Viernes,10,0,0,1276,869,862,523,882.5,5000,17.6,14.4,Bajo,Lluvia,0
Floresta,Miercoles,5,0,0,160,192,286,346,246.0,5000,4.9,10.6,Bajo,Tormenta,0
Poblado,Sabado,19,1,1,5126,12598,6874,7060,7914.5,5000,158.3,14.7,Alto,Tormenta,0
Acevedo,Martes,3,0,0,1494,1136,430,273,833.2,5000,16.7,4.0,Bajo,Lluvia,0
Sabaneta,Viernes,7,1,0,2517,2286,2668,1115,2146.5,5000,42.9,3.3,Bajo,Lluvia,0
Ayura,Miercoles,15,0,0,1037,986,1337,878,1059.5,5000,21.2,2.9,Bajo,Nublado,1
Parque Berrio,Sabado,3,0,1,323,748,892,524,621.8,5000,12.4,5.2,Bajo,Tormenta,0
Itagui,Miercoles,1,0,0,590,358,373,614,483.8,5000,9.7,9.3,Bajo,Tormenta,0
Hospital,Viernes,22,0,0,1145,929,445,801,830.0,5000,16.6,13.5,Bajo,Tormenta,0
San Javier,Jueves,0,0,0,587,202,168,265,305.5,5000,6.1,2.6,Bajo,Nublado,0
Exposiciones,Domingo,16,0,1,1570,1170,1330,971,1260.2,5000,25.2,5.7,Bajo,Nublado,0
Suramericana,Miercoles,11,1,0,1675,1671,2231,1272,1712.2,5000,34.2,13.0,Bajo,Lluvia,1
Santa Lucia,Viernes,1,0,0,553,209,137,266,291.2,5000,5.8,11.0,Bajo,Lluvia,0
Exposiciones,Domingo,4,0,1,354,955,443,597,587.2,5000,11.7,10.6,Bajo,Tormenta,0
Estadio,Sabado,23,0,1,308,236,225,408,294.2,5000,5.9,11.5,Bajo,Lluvia,1
Sabaneta,Lunes,8,1,0,3542,661,1140,1078,1605.2,5000,32.1,21.3,Bajo,Tormenta,0
Universidad,Lunes,16,0,0,1710,618,997,704,1007.2,5000,20.1,4.3,Bajo,Lluvia,0
Hospital,Jueves,13,1,0,3718,1892,1697,1199,2126.5,5000,42.5,5.3,Bajo,Tormenta,1
Alpujarra,Lunes,17,1,0,3752,7580,1467,4648,4361.8,5000,87.2,19.6,Alto,Soleado,1
Caribe,Miercoles,23,0,0,487,318,680,337,455.5,5000,9.1,9.5,Bajo,Lluvia,0
Tricentenario,Martes,18,1,0,1300,2665,2354,3443,2440.5,5000,48.8,15.6,Bajo,Tormenta,0
Aguacatala,Lunes,14,1,0,1600,1287,1966,2291,1786.0,5000,35.7,6.8,Bajo,Soleado,0
Prado,Lunes,12,1,0,732,1757,1035,2542,1516.5,5000,30.3,20.7,Bajo,Lluvia,0
Envigado,Domingo,5,0,1,190,250,187,320,236.8,5000,4.7,14.5,Bajo,Tormenta,0
Hospital,Domingo,21,0,1,278,607,321,1423,657.2,5000,13.1,8.3,Bajo,Nublado,1
Itagui,Miercoles,2,0,0,379,310,542,326,389.2,5000,7.8,12.1,Bajo,Soleado,1
Santa Lucia,Domingo,9,0,1,884,549,690,318,610.2,5000,12.2,11.6,Bajo,Nublado,0
Madera,Domingo,0,0,1,206,168,352,103,207.2,5000,4.1,6.2,Bajo,Nublado,1
Universidad,Jueves,8,1,0,2962,3107,1259,1844,2293.0,5000,45.9,12.3,Bajo,Tormenta,1
Universidad,Viernes,10,0,0,2183,1180,681,1603,1411.8,5000,28.2,12.0,Bajo,Nublado,0
Estadio,Miercoles,16,0,0,432,1241,2085,1901,1414.8,5000,28.3,6.8,Bajo,Nublado,0
Floresta,Jueves,19,1,0,4309,1048,2630,2538,2631.2,5000,52.6,20.8,Medio,Nublado,0
Sabaneta,Domingo,14,1,1,1861,1524,876,1720,1495.2,5000,29.9,16.4,Bajo,Nublado,0
Ayura,Lunes,17,1,0,2548,1508,2631,961,1912.0,5000,38.2,7.4,Bajo,Soleado,0
Bello,Martes,7,1,0,1142,2021,1422,3428,2003.2,5000,40.1,12.8,Bajo,Soleado,0
Suramericana,Sabado,0,0,1,103,134,372,274,220.8,5000,4.4,12.7,Bajo,Soleado,0
Niquia,Lunes,2,0,0,1135,396,1120,1464,1028.8,5000,20.6,9.5,Bajo,Tormenta,1
Tricentenario,Sabado,9,0,1,1059,1037,645,1066,951.8,5000,19.0,11.6,Bajo,Lluvia,1
Envigado,Martes,3,0,0,619,223,499,614,488.8,5000,9.8,6.0,Bajo,Soleado,0
Parque Berrio,Domingo,14,1,1,3799,5402,1745,2159,3276.2,5000,65.5,13.2,Medio,Nublado,1
Alpujarra,Martes,3,0,0,1035,940,302,753,757.5,5000,15.2,10.0,Bajo,Soleado,1
Floresta,Martes,18,1,0,4053,3160,2423,3265,3225.2,5000,64.5,11.3,Medio,Tormenta,0
Poblado,Domingo,17,1,1,8192,7408,6607,7785,7498.0,5000,150.0,12.4,Alto,Soleado,0
Poblado,Jueves,1,0,0,737,1258,743,598,834.0,5000,16.7,5.6,Bajo,Lluvia,0
San Javier,Lunes,13,1,0,2972,2078,2157,3613,2705.0,5000,54.1,10.2,Medio,Tormenta,0
Floresta,Viernes,4,0,0,561,218,251,488,379.5,5000,7.6,12.4,Bajo,Nublado,0
Caribe,Sabado,5,0,1,248,257,125,289,229.8,5000,4.6,8.5,Bajo,Soleado,1
Sabaneta,Domingo,23,0,1,382,253,111,364,277.5,5000,5.5,6.5,Bajo,Lluvia,0
Estadio,Viernes,9,0,0,1976,1403,1004,2076,1614.8,5000,32.3,5.7,Bajo,Tormenta,1
Acevedo,Jueves,22,0,0,1443,3413,3147,1682,2421.2,5000,48.4,6.9,Bajo,Soleado,0
Acevedo,Sabado,4,0,1,416,189,367,667,409.8,5000,8.2,3.1,Bajo,Nublado,0
Acevedo,Jueves,12,1,0,3766,8280,2377,2618,4260.2,5000,85.2,3.1,Alto,Lluvia,0
Santa Lucia,Viernes,15,0,0,1898,2050,431,559,1234.5,5000,24.7,14.9,Bajo,Tormenta,0
San Antonio,Sabado,6,1,1,2129,2928,1870,3984,2727.8,5000,54.6,8.0,Medio,Soleado,0
Industriales,Jueves,11,1,0,1584,2008,2091,1977,1915.0,5000,38.3,4.5,Bajo,Lluvia,0
Alpujarra,Martes,13,1,0,2303,3017,3540,6255,3778.8,5000,75.6,10.8,Medio,Soleado,0
Poblado,Sabado,8,1,1,5085,7497,2002,6746,5332.5,5000,106.7,10.1,Alto,Tormenta,0
Poblado,Sabado,12,1,1,9067,11225,7933,7300,8881.2,5000,177.6,19.5,Alto,Lluvia,0
Parque Berrio,Miercoles,4,0,0,328,360,376,285,337.2,5000,6.7,13.9,Bajo,Soleado,0
Universidad,Domingo,23,0,1,244,290,246,301,270.2,5000,5.4,11.5,Bajo,Lluvia,0
Estadio,Martes,4,0,0,148,357,387,245,284.2,5000,5.7,14.4,Bajo,Lluvia,0
Ayura,Viernes,15,0,0,2132,732,897,906,1166.8,5000,23.3,9.9,Bajo,Tormenta,0
Hospital,Sabado,21,0,1,939,605,1319,568,857.8,5000,17.2,7.6,Bajo,Tormenta,0
Acevedo,Lunes,19,1,0,6148,6910,2848,2356,4565.5,5000,91.3,3.5,Alto,Nublado,0
Estadio,Martes,3,0,0,593,289,403,204,372.2,5000,7.4,7.2,Bajo,Tormenta,0
Aguacatala,Viernes,2,0,0,345,203,521,191,315.0,5000,6.3,4.7,Bajo,Nublado,0
Alpujarra,Miercoles,11,1,0,3421,7051,5557,5276,5326.2,5000,106.5,16.6,Alto,Soleado,0
Santa Lucia,Domingo,0,0,1,110,280,142,256,197.0,5000,3.9,8.9,Bajo,Nublado,0
Envigado,Domingo,4,0,1,182,177,118,178,163.8,5000,3.3,8.3,Bajo,Nublado,1
La Estrella,Lunes,20,0,0,763,1569,999,808,1034.8,5000,20.7,7.6,Bajo,Tormenta,0
Exposiciones,Sabado,23,0,1,335,281,442,850,477.0,5000,9.5,9.0,Bajo,Tormenta,0
Sabaneta,Sabado,8,1,1,1365,713,1020,847,986.2,5000,19.7,9.7,Bajo,Lluvia,0
Exposiciones,Sabado,10,0,1,1514,2143,984,1729,1592.5,5000,31.9,11.8,Bajo,Lluvia,0
Acevedo,Jueves,18,1,0,5194,6388,6060,5193,5708.8,5000,114.2,8.1,Alto,Nublado,0
Floresta,Sabado,21,0,1,416,662,824,1117,754.8,5000,15.1,4.3,Bajo,Soleado,0
Universidad,Jueves,14,1,0,1163,2007,2120,2387,1919.2,5000,38.4,21.8,Bajo,Tormenta,0
Alpujarra,Domingo,16,0,1,548,1693,1746,2396,1595.8,5000,31.9,8.6,Bajo,Soleado,1
La Estrella,Lunes,0,0,0,331,606,297,155,347.2,5000,6.9,11.1,Bajo,Lluvia,0
Universidad,Sabado,11,1,1,1689,735,881,1420,1181.2,5000,23.6,19.5,Bajo,Soleado,0
San Antonio,Viernes,0,0,0,1406,501,1241,563,927.8,5000,18.6,12.9,Bajo,Nublado,0
Suramericana,Lunes,22,0,0,748,478,747,1144,779.2,5000,15.6,10.4,Bajo,Tormenta,0
Niquia,Miercoles,15,0,0,2297,1765,2619,1407,2022.0,5000,40.4,2.2,Bajo,Lluvia,0
San Javier,Domingo,17,1,1,1012,848,924,1584,1092.0,5000,21.8,10.5,Bajo,Soleado,0
Itagui,Domingo,19,1,1,1804,1451,895,723,1218.2,5000,24.4,14.4,Bajo,Soleado,0
Exposiciones,Domingo,16,0,1,1486,2620,3327,939,2093.0,5000,41.9,3.9,Bajo,Tormenta,0
Ayura,Sabado,6,1,1,1171,2250,1988,1912,1830.2,5000,36.6,12.6,Bajo,Lluvia,0
San Javier,Sabado,23,0,1,363,357,247,141,277.0,5000,5.5,5.9,Bajo,Tormenta,0
Bello,Jueves,2,0,0,613,150,221,356,335.0,5000,6.7,10.1,Bajo,Soleado,1
Caribe,Lunes,8,1,0,2474,1126,3658,3155,2603.2,5000,52.1,11.5,Medio,Nublado,0
San Javier,Sabado,8,1,1,1703,1049,1145,611,1127.0,5000,22.5,20.5,Bajo,Lluvia,0
Sabaneta,Martes,3,0,0,671,386,274,232,390.8,5000,7.8,10.5,Bajo,Tormenta,0
Envigado,Lunes,8,1,0,1017,3176,1275,1010,1619.5,5000,32.4,14.1,Bajo,Soleado,0
Cisneros,Martes,0,0,0,312,226,266,351,288.8,5000,5.8,5.5,Bajo,Lluvia,0
San Javier,Domingo,19,1,1,2052,1799,1543,885,1569.8,5000,31.4,14.7,Bajo,Lluvia,0
Hospital,Viernes,18,1,0,4043,1743,3014,2543,2835.8,5000,56.7,22.0,Medio,Lluvia,0
Bello,Viernes,1,0,0,217,427,423,220,321.8,5000,6.4,11.1,Bajo,Nublado,0
Madera,Miercoles,15,0,0,1530,774,1629,579,1128.0,5000,22.6,2.0,Bajo,Soleado,1
Prado,Sabado,16,0,1,346,319,413,702,445.0,5000,8.9,2.2,Bajo,Lluvia,0
Cisneros,Martes,17,1,0,1749,2392,1734,2499,2093.5,5000,41.9,6.8,Bajo,Nublado,0
Ayura,Domingo,23,0,1,264,181,381,230,264.0,5000,5.3,14.4,Bajo,Soleado,0
Estadio,Miercoles,16,0,0,504,2049,1645,2091,1572.2,5000,31.4,5.1,Bajo,Soleado,0
Sabaneta,Martes,1,0,0,163,365,319,475,330.5,5000,6.6,6.4,Bajo,Soleado,0
La Estrella,Sabado,20,0,1,575,826,902,696,749.8,5000,15.0,15.0,Bajo,Lluvia,0
Tricentenario,Jueves,12,1,0,2927,715,4210,2312,2541.0,5000,50.8,20.2,Medio,Lluvia,1
Madera,Sabado,10,0,1,816,854,876,552,774.5,5000,15.5,7.1,Bajo,Lluvia,0
Madera,Jueves,22,0,0,621,2170,1045,1602,1359.5,5000,27.2,13.1,Bajo,Tormenta,0
La Estrella,Viernes,4,0,0,372,607,514,333,456.5,5000,9.1,14.7,Bajo,Soleado,1
Exposiciones,Sabado,23,0,1,615,440,719,304,519.5,5000,10.4,5.1,Bajo,Lluvia,1
Itagui,Viernes,15,0,0,1664,1416,483,665,1057.0,5000,21.1,11.8,Bajo,Tormenta,1
Envigado,Miercoles,13,1,0,1528,3048,2031,1331,1984.5,5000,39.7,22.3,Bajo,Tormenta,0
Estadio,Domingo,13,1,1,1209,2047,1076,1028,1340.0,5000,26.8,12.0,Bajo,Tormenta,0
Industriales,Miercoles,10,0,0,712,1055,1298,1303,1092.0,5000,21.8,12.7,Bajo,Soleado,0
San Javier,Viernes,4,0,0,298,251,135,425,277.2,5000,5.5,10.9,Bajo,Soleado,0
Cisneros,Jueves,15,0,0,624,710,2321,797,1113.0,5000,22.3,11.9,Bajo,Lluvia,1
Parque Berrio,Martes,16,0,0,1407,1096,2012,975,1372.5,5000,27.5,3.4,Bajo,Lluvia,0
Hospital,Domingo,9,0,1,395,1423,969,949,934.0,5000,18.7,8.1,Bajo,Soleado,1
Exposiciones,Jueves,20,0,0,1435,614,1603,1838,1372.5,5000,27.5,8.7,Bajo,Tormenta,0
Acevedo,Sabado,4,0,1,832,384,479,509,551.0,5000,11.0,3.7,Bajo,Lluvia,0
Caribe,Domingo,17,1,1,1692,696,699,1574,1165.2,5000,23.3,20.6,Bajo,Lluvia,0
La Estrella,Lunes,15,0,0,1628,1811,988,1709,1534.0,5000,30.7,3.3,Bajo,Soleado,0
Bello,Domingo,9,0,1,1473,990,1386,765,1153.5,5000,23.1,6.5,Bajo,Nublado,0
Niquia,Sabado,4,0,1,509,231,386,411,384.2,5000,7.7,14.8,Bajo,Nublado,0
Madera,Lunes,19,1,0,3679,844,1612,2519,2163.5,5000,43.3,17.7,Bajo,Soleado,0
Floresta,Miercoles,13,1,0,2675,993,3952,1510,2282.5,5000,45.6,4.8,Bajo,Nublado,0
Bello,Domingo,1,0,1,129,175,128,172,151.0,5000,3.0,2.6,Bajo,Lluvia,1
Industriales,Miercoles,12,1,0,875,3518,1834,3700,2481.8,5000,49.6,5.6,Bajo,Nublado,0
Floresta,Martes,0,0,0,421,231,487,163,325.5,5000,6.5,15.0,Bajo,Tormenta,0
Poblado,Domingo,12,1,1,5088,8423,4661,3246,5354.5,5000,107.1,7.6,Alto,Soleado,0
La Estrella,Domingo,10,0,1,601,1138,483,575,699.2,5000,14.0,8.6,Bajo,Tormenta,0
Envigado,Sabado,4,0,1,183,208,338,171,225.0,5000,4.5,12.3,Bajo,Lluvia,0
Ayura,Martes,21,0,0,2077,1000,877,836,1197.5,5000,23.9,10.2,Bajo,Tormenta,0
Sabaneta,Martes,2,0,0,215,182,234,380,252.8,5000,5.1,5.0,Bajo,Nublado,1
Exposiciones,Domingo,21,0,1,1397,955,2365,1435,1538.0,5000,30.8,14.0,Bajo,Nublado,0
Floresta,Lunes,3,0,0,339,187,422,465,353.2,5000,7.1,14.3,Bajo,Tormenta,0
Hospital,Lunes,19,1,0,1730,1877,3489,1745,2210.2,5000,44.2,18.9,Bajo,Soleado,0
Envigado,Sabado,16,0,1,1116,687,1061,710,893.5,5000,17.9,8.5,Bajo,Lluvia,0
Niquia,Sabado,1,0,1,428,277,356,666,431.8,5000,8.6,6.3,Bajo,Tormenta,0
Madera,Viernes,22,0,0,918,1584,1156,959,1154.2,5000,23.1,6.0,Bajo,Lluvia,1
Cisneros,Domingo,2,0,1,327,178,76,173,188.5,5000,3.8,4.8,Bajo,Lluvia,0
San Antonio,Lunes,10,0,0,1057,1240,4529,3411,2559.2,5000,51.2,8.5,Medio,Soleado,0
Madera,Viernes,1,0,0,443,512,597,213,441.2,5000,8.8,11.1,Bajo,Nublado,0
Santa Lucia,Martes,5,0,0,228,389,495,535,411.8,5000,8.2,8.9,Bajo,Nublado,0
Exposiciones,Lunes,13,1,0,1447,1063,3934,3306,2437.5,5000,48.8,7.3,Bajo,Lluvia,1
Caribe,Lunes,21,0,0,1216,578,868,648,827.5,5000,16.6,4.1,Bajo,Nublado,0
San Javier,Sabado,13,1,1,1341,1010,1460,1581,1348.0,5000,27.0,8.8,Bajo,Soleado,0
La Estrella,Viernes,8,1,0,1215,3616,2691,3459,2745.2,5000,54.9,3.4,Medio,Lluvia,0
San Antonio,Domingo,5,0,1,560,819,706,391,619.0,5000,12.4,4.0,Bajo,Lluvia,0
Niquia,Lunes,16,0,0,3720,2302,3300,3523,3211.2,5000,64.2,14.5,Medio,Nublado,1
Exposiciones,Martes,18,1,0,906,3577,2883,1889,2313.8,5000,46.3,9.1,Bajo,Nublado,0
San Antonio,Lunes,21,0,0,2088,2493,1333,2135,2012.2,5000,40.2,2.2,Bajo,Nublado,1
Prado,Domingo,4,0,1,131,410,394,89,256.0,5000,5.1,10.1,Bajo,Soleado,1
Itagui,Martes,7,1,0,3018,3365,1350,2555,2572.0,5000,51.4,5.0,Medio,Lluvia,0
Floresta,Jueves,8,1,0,2058,2582,2348,1492,2120.0,5000,42.4,12.7,Bajo,Soleado,0
Niquia,Lunes,16,0,0,3564,2936,1176,2814,2622.5,5000,52.4,12.8,Medio,Nublado,0
La Estrella,Domingo,14,1,1,1424,1791,1438,2058,1677.8,5000,33.6,10.9,Bajo,Nublado,0
Niquia,Domingo,22,0,1,2046,1570,1057,2863,1884.0,5000,37.7,9.5,Bajo,Lluvia,0
Poblado,Lunes,15,0,0,1628,2008,2448,3046,2282.5,5000,45.6,11.9,Bajo,Tormenta,0
Cisneros,Domingo,6,1,1,708,997,2559,598,1215.5,5000,24.3,10.9,Bajo,Lluvia,0
Tricentenario,Lunes,2,0,0,213,399,388,433,358.2,5000,7.2,5.5,Bajo,Nublado,0
San Antonio,Viernes,0,0,0,287,1390,998,887,890.5,5000,17.8,5.5,Bajo,Soleado,0
Madera,Martes,2,0,0,167,218,331,601,329.2,5000,6.6,14.9,Bajo,Tormenta,1
Acevedo,Miercoles,8,1,0,3723,1797,1846,4933,3074.8,5000,61.5,13.5,Medio,Lluvia,1
Floresta,Domingo,16,0,1,662,509,1278,733,795.5,5000,15.9,4.5,Bajo,Lluvia,0
San Antonio,Miercoles,5,0,0,1108,476,466,974,756.0,5000,15.1,7.3,Bajo,Nublado,0
Aguacatala,Miercoles,5,0,0,188,330,746,528,448.0,5000,9.0,2.3,Bajo,Tormenta,0
Universidad,Miercoles,23,0,0,306,532,184,618,410.0,5000,8.2,2.3,Bajo,Nublado,0
Exposiciones,Jueves,19,1,0,1458,1350,1422,1558,1447.0,5000,28.9,5.6,Bajo,Tormenta,0
Sabaneta,Domingo,3,0,1,274,163,158,218,203.2,5000,4.1,10.2,Bajo,Nublado,1
La Estrella,Viernes,13,1,0,3357,1168,2211,2425,2290.2,5000,45.8,16.3,Bajo,Nublado,1
Envigado,Domingo,13,1,1,2534,911,1309,1013,1441.8,5000,28.8,14.9,Bajo,Nublado,0
Caribe,Lunes,4,0,0,424,324,413,330,372.8,5000,7.5,13.8,Bajo,Nublado,0
Caribe,Jueves,4,0,0,288,234,473,387,345.5,5000,6.9,8.8,Bajo,Soleado,0
Estadio,Lunes,18,1,0,3657,1960,1247,1246,2027.5,5000,40.6,12.8,Bajo,Lluvia,1
Estadio,Martes,3,0,0,145,442,435,303,331.2,5000,6.6,13.8,Bajo,Nublado,0
Poblado,Domingo,10,0,1,2329,3970,2866,1826,2747.8,5000,55.0,2.4,Medio,Soleado,0
Ayura,Domingo,21,0,1,725,626,1003,1385,934.8,5000,18.7,4.6,Bajo,Nublado,1
Prado,Domingo,11,1,1,1406,1815,812,750,1195.8,5000,23.9,20.3,Bajo,Soleado,1
San Javier,Viernes,20,0,0,546,1420,1596,1268,1207.5,5000,24.1,6.7,Bajo,Lluvia,1
Aguacatala,Lunes,23,0,0,527,243,287,529,396.5,5000,7.9,9.7,Bajo,Soleado,0
Hospital,Miercoles,23,0,0,414,442,363,401,405.0,5000,8.1,3.4,Bajo,Nublado,1
Floresta,Viernes,3,0,0,702,461,314,348,456.2,5000,9.1,9.5,Bajo,Lluvia,0
Caribe,Jueves,21,0,0,1282,901,1667,1118,1242.0,5000,24.8,3.0,Bajo,Soleado,0
Acevedo,Domingo,10,0,1,1582,1676,1306,1154,1429.5,5000,28.6,13.6,Bajo,Tormenta,0
Parque Berrio,Miercoles,22,0,0,1941,845,1614,1935,1583.8,5000,31.7,11.6,Bajo,Soleado,0
Niquia,Miercoles,9,0,0,2095,2798,1075,1691,1914.8,5000,38.3,13.7,Bajo,Tormenta,0
Estadio,Viernes,22,0,0,1352,964,657,976,987.2,5000,19.7,13.1,Bajo,Soleado,0
Estadio,Miercoles,8,1,0,1539,1754,1309,3671,2068.2,5000,41.4,18.5,Bajo,Soleado,0
Envigado,Domingo,20,0,1,1083,1068,973,524,912.0,5000,18.2,10.3,Bajo,Nublado,1
Ayura,Lunes,19,1,0,2374,3821,2707,2292,2798.5,5000,56.0,3.8,Medio,Nublado,0
Prado,Viernes,14,1,0,2021,1763,2437,3465,2421.5,5000,48.4,13.6,Bajo,Tormenta,0
Poblado,Sabado,12,1,1,4780,6027,4133,2613,4388.2,5000,87.8,9.7,Alto,Nublado,1
Estadio,Lunes,10,0,0,1205,918,604,701,857.0,5000,17.1,5.9,Bajo,Nublado,0
Tricentenario,Lunes,20,0,0,860,1003,1728,837,1107.0,5000,22.1,14.5,Bajo,Nublado,0
Madera,Lunes,22,0,0,831,1855,1003,1324,1253.2,5000,25.1,11.8,Bajo,Tormenta,0
Poblado,Jueves,14,1,0,6902,6023,1818,8755,5874.5,5000,117.5,21.6,Alto,Lluvia,1
Parque Berrio,Sabado,19,1,1,3631,5623,4399,4652,4576.2,5000,91.5,4.8,Alto,Lluvia,1
Suramericana,Domingo,19,1,1,1352,1620,903,521,1099.0,5000,22.0,17.7,Bajo,Soleado,0
Madera,Martes,0,0,0,540,450,287,562,459.8,5000,9.2,4.0,Bajo,Tormenta,0
Aguacatala,Lunes,8,1,0,3135,3902,2076,1411,2631.0,5000,52.6,17.3,Medio,Soleado,0
Hospital,Domingo,21,0,1,490,672,647,1048,714.2,5000,14.3,14.6,Bajo,Lluvia,1
Caribe,Sabado,16,0,1,1241,449,997,1329,1004.0,5000,20.1,14.0,Bajo,Soleado,1
Parque Berrio,Lunes,13,1,0,2756,3482,1443,1020,2175.2,5000,43.5,10.3,Bajo,Nublado,1
Industriales,Sabado,17,1,1,935,869,738,2267,1202.2,5000,24.0,20.5,Bajo,Nublado,0
Envigado,Miercoles,16,0,0,1187,518,529,845,769.8,5000,15.4,13.7,Bajo,Nublado,0
Suramericana,Domingo,3,0,1,247,82,187,314,207.5,5000,4.2,12.9,Bajo,Soleado,0
Universidad,Jueves,13,1,0,3377,1651,2737,2345,2527.5,5000,50.5,20.8,Medio,Lluvia,0
Floresta,Jueves,5,0,0,451,152,192,197,248.0,5000,5.0,8.5,Bajo,Soleado,0
Parque Berrio,Jueves,19,1,0,3165,3268,1188,1251,2218.0,5000,44.4,14.6,Bajo,Lluvia,0
Sabaneta,Domingo,6,1,1,983,1535,2092,1131,1435.2,5000,28.7,8.9,Bajo,Soleado,1
Aguacatala,Jueves,19,1,0,2579,1558,1028,4588,2438.2,5000,48.8,22.3,Bajo,Tormenta,0
Hospital,Sabado,10,0,1,858,957,842,1035,923.0,5000,18.5,12.5,Bajo,Nublado,0
Bello,Jueves,1,0,0,455,473,560,197,421.2,5000,8.4,14.6,Bajo,Lluvia,1
Suramericana,Jueves,22,0,0,463,773,1247,812,823.8,5000,16.5,13.5,Bajo,Nublado,1
Caribe,Jueves,8,1,0,3965,2827,2266,2414,2868.0,5000,57.4,14.2,Medio,Nublado,0
Prado,Viernes,15,0,0,677,1224,1511,1169,1145.2,5000,22.9,7.8,Bajo,Soleado,1
Universidad,Lunes,0,0,0,333,479,236,604,413.0,5000,8.3,13.1,Bajo,Soleado,1
Universidad,Miercoles,23,0,0,272,456,337,132,299.2,5000,6.0,2.9,Bajo,Lluvia,0
Prado,Lunes,21,0,0,1285,1607,840,1338,1267.5,5000,25.4,5.7,Bajo,Lluvia,0
La Estrella,Lunes,18,1,0,1397,2377,1153,1680,1651.8,5000,33.0,7.6,Bajo,Lluvia,0
Madera,Sabado,15,0,1,1003,505,750,324,645.5,5000,12.9,5.3,Bajo,Soleado,1
Niquia,Viernes,8,1,0,4722,2550,5107,4002,4095.2,5000,81.9,21.1,Alto,Soleado,0
Envigado,Jueves,8,1,0,1939,2443,1765,3955,2525.5,5000,50.5,5.0,Medio,Nublado,1
San Antonio,Domingo,16,0,1,1927,2189,1328,2175,1904.8,5000,38.1,8.2,Bajo,Soleado,1
Santa Lucia,Domingo,16,0,1,1005,302,1242,953,875.5,5000,17.5,5.7,Bajo,Lluvia,1
Universidad,Jueves,2,0,0,528,536,294,402,440.0,5000,8.8,14.0,Bajo,Tormenta,0
Exposiciones,Martes,16,0,0,1231,1696,1167,1538,1408.0,5000,28.2,5.7,Bajo,Nublado,0
Poblado,Domingo,11,1,1,4633,3955,5975,4287,4712.5,5000,94.2,4.0,Alto,Soleado,0
Cisneros,Miercoles,5,0,0,488,554,205,291,384.5,5000,7.7,14.8,Bajo,Nublado,0
Bello,Lunes,10,0,0,1108,675,1345,967,1023.8,5000,20.5,14.7,Bajo,Tormenta,0
Itagui,Domingo,5,0,1,242,412,169,186,252.2,5000,5.0,4.9,Bajo,Soleado,0
Itagui,Jueves,20,0,0,1491,1383,1871,1803,1637.0,5000,32.7,14.5,Bajo,Nublado,0
Suramericana,Lunes,13,1,0,1720,2923,4032,1069,2436.0,5000,48.7,3.4,Bajo,Soleado,0
Bello,Sabado,6,1,1,1376,724,571,1997,1167.0,5000,23.3,18.5,Bajo,Lluvia,0
Exposiciones,Sabado,15,0,1,1833,1465,3034,1138,1867.5,5000,37.4,11.9,Bajo,Nublado,0
Cisneros,Martes,3,0,0,252,386,657,316,402.8,5000,8.1,2.9,Bajo,Tormenta,1
Floresta,Lunes,3,0,0,221,601,220,126,292.0,5000,5.8,10.7,Bajo,Tormenta,0
Acevedo,Miercoles,14,1,0,3818,4808,7379,3923,4982.0,5000,99.6,12.5,Alto,Lluvia,0
Poblado,Miercoles,6,1,0,3538,2644,5032,2994,3552.0,5000,71.0,12.7,Medio,Nublado,0
Cisneros,Lunes,9,0,0,1297,1503,925,666,1097.8,5000,22.0,9.3,Bajo,Tormenta,1
Ayura,Miercoles,18,1,0,1703,2841,2047,1335,1981.5,5000,39.6,10.7,Bajo,Nublado,0
Santa Lucia,Domingo,13,1,1,1228,1450,427,751,964.0,5000,19.3,16.1,Bajo,Soleado,0
San Javier,Viernes,22,0,0,682,1244,1246,781,988.2,5000,19.8,7.0,Bajo,Lluvia,1
Bello,Domingo,19,1,1,1014,2110,652,1007,1195.8,5000,23.9,4.4,Bajo,Nublado,0
La Estrella,Martes,16,0,0,543,550,1724,1378,1048.8,5000,21.0,2.9,Bajo,Soleado,0
Bello,Martes,13,1,0,3089,1071,1139,2810,2027.2,5000,40.5,8.8,Bajo,Lluvia,0
Santa Lucia,Domingo,22,0,1,384,776,974,545,669.8,5000,13.4,3.2,Bajo,Soleado,0
